wavelength_nm,transmittance
883.58,0.03689
883.89,0.0384
884.2,0.03404
884.51,0.03406
884.83,0.03374
885.14,0.04178
885.45,0.0374
885.76,0.03633
886.07,0.03392
886.39,0.0376
886.7,0.03774
887.01,0.03874
887.32,0.04054
887.63,0.03472
887.94,0.03789
888.26,0.03754
888.57,0.0387
888.88,0.03782
889.19,0.03746
889.5,0.03744
889.81,0.03662
890.12,0.03638
890.43,0.03647
890.74,0.03495
891.06,0.03337
891.37,0.038
891.68,0.03888
891.99,0.03947
892.3,0.03837
892.61,0.03638
892.92,0.039
893.23,0.03706
893.54,0.03912
893.85,0.03886
894.16,0.04102
894.47,0.03815
894.78,0.03835
895.09,0.03782
895.4,0.03868
895.71,0.04066
896.02,0.04123
896.33,0.03777
896.64,0.04269
896.95,0.04023
897.26,0.03937
897.57,0.04134
897.88,0.04115
898.19,0.04008
898.5,0.03941
898.81,0.03917
899.12,0.04116
899.43,0.04041
899.74,0.03948
900.05,0.03749
900.36,0.03878
900.67,0.04195
900.98,0.04103
901.29,0.04213
901.6,0.03893
901.9,0.03937
902.21,0.04034
902.52,0.04015
902.83,0.04073
903.14,0.04246
903.45,0.04476
903.76,0.0406
904.07,0.04199
904.38,0.0394
904.68,0.04119
904.99,0.04016
905.3,0.04213
905.61,0.04265
905.92,0.04118
906.23,0.04442
906.54,0.04181
906.84,0.04222
907.15,0.04342
907.46,0.04208
907.77,0.04801
908.08,0.03806
908.38,0.04373
908.69,0.04582
909,0.04208
909.31,0.04598
909.62,0.04405
909.92,0.04406
910.23,0.04333
910.54,0.04847
910.85,0.0419
911.15,0.04251
911.46,0.04789
911.77,0.0463
912.08,0.04541
912.38,0.04483
912.69,0.04638
913,0.04947
913.3,0.04508
913.61,0.04511
913.92,0.04854
914.23,0.04488
914.53,0.04531
914.84,0.0481
915.15,0.04563
915.45,0.04446
915.76,0.04858
916.07,0.04798
916.37,0.04837
916.68,0.04487
916.99,0.04747
917.29,0.04705
917.6,0.0464
917.91,0.04373
918.21,0.04561
918.52,0.04588
918.82,0.04699
919.13,0.04725
919.44,0.05355
919.74,0.04957
920.05,0.04806
920.35,0.04768
920.66,0.04621
920.97,0.05359
921.27,0.04809
921.58,0.04616
921.88,0.04967
922.19,0.04862
922.49,0.04578
922.8,0.05339
923.11,0.04785
923.41,0.05074
923.72,0.05246
924.02,0.04917
924.33,0.05201
924.63,0.05045
924.94,0.05032
925.24,0.05141
925.55,0.05372
925.85,0.05162
926.16,0.05447
926.46,0.05162
926.77,0.05965
927.07,0.05816
927.38,0.05331
927.68,0.05302
927.99,0.05344
928.29,0.05763
928.59,0.05438
928.9,0.05789
929.2,0.05477
929.51,0.05488
929.81,0.05678
930.12,0.05752
930.42,0.05631
930.72,0.05687
931.03,0.05809
931.33,0.05576
931.64,0.05118
931.94,0.0577
932.24,0.05883
932.55,0.05679
932.85,0.05847
933.16,0.06305
933.46,0.05815
933.76,0.06131
934.07,0.05739
934.37,0.06195
934.67,0.06619
934.98,0.06677
935.28,0.06722
935.58,0.06679
935.89,0.06747
936.19,0.07309
936.49,0.07223
936.8,0.07421
937.1,0.07609
937.4,0.07741
937.7,0.07447
938.01,0.08018
938.31,0.07709
938.61,0.07438
938.92,0.08614
939.22,0.08431
939.52,0.08913
939.82,0.08008
940.13,0.09153
940.43,0.09245
940.73,0.08595
941.03,0.09248
941.34,0.09246
941.64,0.08808
941.94,0.08998
942.24,0.09752
942.54,0.09525
942.85,0.09649
943.15,0.08937
943.45,0.09165
943.75,0.09822
944.05,0.09286
944.35,0.0823
944.66,0.08753
944.96,0.09299
945.26,0.09077
945.56,0.08651
945.86,0.09341
946.16,0.08648
946.47,0.09151
946.77,0.0939
947.07,0.09088
947.37,0.08917
947.67,0.09227
947.97,0.09083
948.27,0.08622
948.57,0.09484
948.87,0.08094
949.18,0.08665
949.48,0.0941
949.78,0.08324
950.08,0.07818
950.38,0.08401
950.68,0.07972
950.98,0.0917
951.28,0.08402
951.58,0.08468
951.88,0.08683
952.18,0.09175
952.48,0.08876
952.78,0.08088
953.08,0.08257
953.38,0.07818
953.68,0.08499
953.98,0.08812
954.28,0.08633
954.58,0.08041
954.88,0.08454
955.18,0.08257
955.48,0.08638
955.78,0.08435
956.08,0.08355
956.38,0.0848
956.68,0.08527
956.98,0.0815
957.28,0.07957
957.58,0.08359
957.88,0.07478
958.18,0.08152
958.48,0.07274
958.77,0.08519
959.07,0.08477
959.37,0.07351
959.67,0.0814
959.97,0.0753
960.27,0.07821
960.57,0.07801
960.87,0.08291
961.17,0.07956
961.46,0.08329
961.76,0.08157
962.06,0.07239
962.36,0.07146
962.66,0.07405
962.96,0.08159
963.25,0.07718
963.55,0.08068
963.85,0.08576
964.15,0.075
964.45,0.08627
964.75,0.07617
965.04,0.07788
965.34,0.0755
965.64,0.07253
965.94,0.07925
966.24,0.08072
966.53,0.07941
966.83,0.07684
967.13,0.08672
967.43,0.07833
967.72,0.08274
968.02,0.08564
968.32,0.08827
968.62,0.08391
968.91,0.08126
969.21,0.07849
969.51,0.08338
969.8,0.08426
970.1,0.08714
970.4,0.0848
970.7,0.08186
970.99,0.08191
971.29,0.08279
971.59,0.07903
971.88,0.09
972.18,0.08571
972.48,0.09193
972.77,0.09017
973.07,0.0901
973.37,0.08925
973.66,0.08452
973.96,0.08915
974.25,0.09006
974.55,0.08886
974.85,0.08293
975.14,0.08891
975.44,0.08504
975.74,0.09708
976.03,0.08741
976.33,0.08252
976.62,0.09313
976.92,0.09206
977.22,0.09501
977.51,0.09301
977.81,0.08863
978.1,0.09137
978.4,0.09137
978.69,0.09765
978.99,0.09744
979.28,0.08867
979.58,0.0916
979.87,0.09591
980.17,0.09491
980.46,0.08924
980.76,0.1007
981.06,0.09607
981.35,0.10047
981.65,0.0931
981.94,0.10245
982.23,0.10032
982.53,0.09312
982.82,0.09499
983.12,0.09521
983.41,0.09796
983.71,0.10176
984,0.09622
984.3,0.09457
984.59,0.10358
984.89,0.09887
985.18,0.10799
985.47,0.0993
985.77,0.10956
986.06,0.10292
986.36,0.09966
986.65,0.09879
986.94,0.11054
987.24,0.11153
987.53,0.10335
987.83,0.11036
988.12,0.10633
988.41,0.09972
988.71,0.10853
989,0.11304
989.29,0.10532
989.59,0.10382
989.88,0.11335
990.17,0.11341
990.47,0.10817
990.76,0.10196
991.05,0.10826
991.35,0.12181
991.64,0.10186
991.93,0.11647
992.23,0.11992
992.52,0.11167
992.81,0.125
993.11,0.13306
993.4,0.11859
993.69,0.12389
993.98,0.11987
994.28,0.12894
994.57,0.12388
994.86,0.12377
995.15,0.138
995.45,0.12931
995.74,0.12602
996.03,0.12812
996.32,0.12148
996.62,0.11874
996.91,0.13686
997.2,0.13086
997.49,0.12835
997.78,0.12674
998.08,0.14092
998.37,0.13146
998.66,0.125
998.95,0.13375
999.24,0.12613
999.53,0.13225
999.83,0.13755
1000.12,0.13577
1000.41,0.12203
1000.7,0.13766
1000.99,0.14145
1001.28,0.13496
1001.57,0.13462
1001.86,0.15065
1002.16,0.14654
1002.45,0.14415
1002.74,0.13872
1003.03,0.15701
1003.32,0.14992
1003.61,0.14656
1003.9,0.15798
1004.19,0.15366
1004.48,0.146
1004.77,0.1624
1005.06,0.15421
1005.35,0.14447
1005.64,0.14965
1005.94,0.16457
1006.23,0.15518
1006.52,0.15673
1006.81,0.13457
1007.1,0.15661
1007.39,0.17552
1007.68,0.16371
1007.97,0.17125
1008.26,0.16314
1008.55,0.16733
1008.84,0.1604
1009.13,0.15501
1009.42,0.15699
1009.71,0.1634
1009.99,0.16263
1010.28,0.18419
1010.57,0.16887
1010.86,0.18411
1011.15,0.1896
1011.44,0.18124
1011.73,0.18291
1012.02,0.19123
1012.31,0.17976
1012.6,0.195
1012.89,0.19361
1013.18,0.18986
1013.47,0.18396
1013.75,0.1974
1014.04,0.20444
1014.33,0.19671
1014.62,0.18158
1014.91,0.20596
1015.2,0.18929
1015.49,0.19689
1015.78,0.20852
1016.06,0.20839
1016.35,0.20896
1016.64,0.22303
1016.93,0.18376
1017.22,0.21699
1017.51,0.21617
1017.79,0.21076
1018.08,0.20651
1018.37,0.21575
1018.66,0.23033
1018.95,0.23101
1019.23,0.21981
1019.52,0.22397
1019.81,0.23958
1020.1,0.22203
1020.38,0.21811
1020.67,0.24027
1020.96,0.23353
1021.25,0.25
1021.53,0.23766
1021.82,0.26732
1022.11,0.2463
1022.4,0.2675
1022.68,0.24763
1022.97,0.26544
1023.26,0.23845
1023.54,0.2518
1023.83,0.26
1024.12,0.27654
1024.4,0.26054
1024.69,0.27533
1024.98,0.26405
1025.26,0.27205
1025.55,0.26634
1025.84,0.26011
1026.12,0.27211
1026.41,0.26537
1026.7,0.29201
1026.98,0.27844
1027.27,0.28325
1027.56,0.27503
1027.84,0.27349
1028.13,0.26468
1028.41,0.29709
1028.7,0.28135
1028.99,0.29032
1029.27,0.29257
1029.56,0.27353
1029.84,0.30626
1030.13,0.29361
1030.42,0.29361
1030.7,0.29361
