wavelength_nm,reflectance
882.02,0.37864
882.33,0.38603
882.64,0.38153
882.96,0.38548
883.27,0.39409
883.58,0.3818
883.89,0.38897
884.2,0.39368
884.52,0.38238
884.83,0.3746
885.14,0.39748
885.45,0.39156
885.77,0.38943
886.08,0.38318
886.39,0.39353
886.7,0.37519
887.01,0.3854
887.32,0.39373
887.64,0.39444
887.95,0.38161
888.26,0.38237
888.57,0.37605
888.88,0.38512
889.19,0.39641
889.51,0.39641
889.82,0.38945
890.13,0.3793
890.44,0.37599
890.75,0.38849
891.06,0.39094
891.37,0.39485
891.68,0.39098
891.99,0.40035
892.31,0.40261
892.62,0.3903
892.93,0.39596
893.24,0.39348
893.55,0.39391
893.86,0.39897
894.17,0.39698
894.48,0.38822
894.79,0.39546
895.1,0.39602
895.41,0.39794
895.72,0.39649
896.03,0.40036
896.34,0.40806
896.65,0.39577
896.96,0.39687
897.27,0.40232
897.58,0.4004
897.89,0.38905
898.2,0.40181
898.51,0.39582
898.82,0.40077
899.13,0.40945
899.44,0.40438
899.75,0.4096
900.06,0.40017
900.37,0.39932
900.68,0.3991
900.99,0.39352
901.3,0.39287
901.61,0.39766
901.92,0.39975
902.23,0.39132
902.53,0.40349
902.84,0.40219
903.15,0.4006
903.46,0.40984
903.77,0.41211
904.08,0.40607
904.39,0.40626
904.7,0.40512
905.01,0.40206
905.31,0.41846
905.62,0.40447
905.93,0.41005
906.24,0.39584
906.55,0.39812
906.86,0.41422
907.17,0.40733
907.47,0.39487
907.78,0.40201
908.09,0.40463
908.4,0.40799
908.71,0.40566
909.01,0.40458
909.32,0.40829
909.63,0.4015
909.94,0.40383
910.25,0.41278
910.55,0.39786
910.86,0.40991
911.17,0.40488
911.48,0.40923
911.78,0.40646
912.09,0.42132
912.4,0.41244
912.71,0.42726
913.01,0.414
913.32,0.42596
913.63,0.41482
913.94,0.41369
914.24,0.41545
914.55,0.41793
914.86,0.42094
915.16,0.40789
915.47,0.41287
915.78,0.4152
916.08,0.40469
916.39,0.40732
916.7,0.40664
917,0.42998
917.31,0.41776
917.62,0.41504
917.92,0.41947
918.23,0.41941
918.54,0.41173
918.84,0.40628
919.15,0.4083
919.45,0.41772
919.76,0.41921
920.07,0.41879
920.37,0.42725
920.68,0.41513
920.99,0.42959
921.29,0.41257
921.6,0.42654
921.9,0.42979
922.21,0.41665
922.51,0.42423
922.82,0.41876
923.12,0.4171
923.43,0.4292
923.74,0.41355
924.04,0.42791
924.35,0.43952
924.65,0.43948
924.96,0.43042
925.26,0.43567
925.57,0.42279
925.87,0.42415
926.18,0.42809
926.48,0.42463
926.79,0.43154
927.09,0.43003
927.4,0.43832
927.7,0.43914
928.01,0.43503
928.31,0.43498
928.62,0.44258
928.92,0.43822
929.22,0.42778
929.53,0.43323
929.83,0.43501
930.14,0.42783
930.44,0.44368
930.75,0.42804
931.05,0.44127
931.35,0.45166
931.66,0.44631
931.96,0.44238
932.27,0.44828
932.57,0.43802
932.87,0.44673
933.18,0.44298
933.48,0.45927
933.78,0.43223
934.09,0.43077
934.39,0.44387
934.7,0.44375
935,0.46356
935.3,0.45292
935.61,0.44757
935.91,0.45708
936.21,0.46234
936.51,0.46363
936.82,0.47735
937.12,0.46563
937.42,0.48277
937.73,0.45196
938.03,0.47155
938.33,0.472
938.64,0.4812
938.94,0.48003
939.24,0.47388
939.54,0.47325
939.85,0.49173
940.15,0.4938
940.45,0.49024
940.75,0.49774
941.06,0.48603
941.36,0.47874
941.66,0.49809
941.96,0.49609
942.26,0.49804
942.57,0.51548
942.87,0.48484
943.17,0.50366
943.47,0.51246
943.77,0.51997
944.08,0.5046
944.38,0.48865
944.68,0.4856
944.98,0.50041
945.28,0.47033
945.58,0.50221
945.89,0.49276
946.19,0.51471
946.49,0.51589
946.79,0.48911
947.09,0.50255
947.39,0.4918
947.69,0.49225
947.99,0.4803
948.29,0.49338
948.6,0.49008
948.9,0.48682
949.2,0.50468
949.5,0.47897
949.8,0.5017
950.1,0.47962
950.4,0.4939
950.7,0.50093
951,0.51078
951.3,0.4953
951.6,0.47562
951.9,0.47501
952.2,0.48458
952.5,0.51076
952.8,0.4904
953.1,0.48828
953.4,0.49624
953.7,0.4787
954,0.47191
954.3,0.48898
954.6,0.48468
954.9,0.49602
955.2,0.5072
955.5,0.49107
955.8,0.50158
956.1,0.48239
956.4,0.49175
956.7,0.47381
957,0.48845
957.3,0.49012
957.6,0.48138
957.9,0.49929
958.2,0.48443
958.5,0.48118
958.79,0.49599
959.09,0.50174
959.39,0.4873
959.69,0.48891
959.99,0.48673
960.29,0.48494
960.59,0.47716
960.89,0.46363
961.19,0.47325
961.48,0.5042
961.78,0.49005
962.08,0.48971
962.38,0.49558
962.68,0.47846
962.98,0.50106
963.27,0.48633
963.57,0.49466
963.87,0.49583
964.17,0.47426
964.47,0.47646
964.76,0.48969
965.06,0.48131
965.36,0.49927
965.66,0.50287
965.96,0.48655
966.25,0.48499
966.55,0.49075
966.85,0.50935
967.15,0.50129
967.44,0.47577
967.74,0.48139
968.04,0.49591
968.34,0.50543
968.63,0.51381
968.93,0.49488
969.23,0.48817
969.52,0.49096
969.82,0.47707
970.12,0.5011
970.42,0.49177
970.71,0.50489
971.01,0.50171
971.31,0.47044
971.6,0.49405
971.9,0.50415
972.2,0.50318
972.49,0.49071
972.79,0.48917
973.08,0.47701
973.38,0.51164
973.68,0.48409
973.97,0.51332
974.27,0.50135
974.57,0.5041
974.86,0.47605
975.16,0.49941
975.45,0.50444
975.75,0.48724
976.05,0.49728
976.34,0.4972
976.64,0.50081
976.93,0.50266
977.23,0.50081
977.52,0.5211
977.82,0.52196
978.11,0.51552
978.41,0.51486
978.71,0.52157
979,0.51691
979.3,0.51181
979.59,0.53
979.89,0.51132
980.18,0.516
980.48,0.53579
980.77,0.50653
981.07,0.50022
981.36,0.51637
981.66,0.51356
981.95,0.52622
982.25,0.50926
982.54,0.52703
982.83,0.51975
983.13,0.55422
983.42,0.51247
983.72,0.50854
984.01,0.51985
984.31,0.52919
984.6,0.54002
984.89,0.53295
985.19,0.55751
985.48,0.55915
985.78,0.53393
986.07,0.51289
986.36,0.5372
986.66,0.53387
986.95,0.53553
987.25,0.53858
987.54,0.55389
987.83,0.5295
988.13,0.53501
988.42,0.51358
988.71,0.5466
989.01,0.52089
989.3,0.54154
989.59,0.53758
989.89,0.54329
990.18,0.53088
990.47,0.56287
990.77,0.53521
991.06,0.54762
991.35,0.54503
991.64,0.52778
991.94,0.55124
992.23,0.55519
992.52,0.5663
992.81,0.5466
993.11,0.55146
993.4,0.56324
993.69,0.54435
993.98,0.54653
994.28,0.56527
994.57,0.55741
994.86,0.57086
995.15,0.54391
995.45,0.55204
995.74,0.5781
996.03,0.56029
996.32,0.57541
996.61,0.56312
996.91,0.57907
997.2,0.55729
997.49,0.58101
997.78,0.58685
998.07,0.58191
998.36,0.54843
998.66,0.60376
998.95,0.54833
999.24,0.58098
999.53,0.58888
999.82,0.57606
1000.11,0.5758
1000.4,0.58751
1000.69,0.59144
1000.98,0.5718
1001.28,0.60122
1001.57,0.59204
1001.86,0.58104
1002.15,0.60028
1002.44,0.59625
1002.73,0.57992
1003.02,0.6
1003.31,0.60582
1003.6,0.61538
1003.89,0.60287
1004.18,0.60313
1004.47,0.59162
1004.76,0.59884
1005.05,0.59216
1005.34,0.59141
1005.63,0.60427
1005.92,0.61225
1006.21,0.63016
1006.5,0.56735
1006.79,0.60119
1007.08,0.60308
1007.37,0.61487
1007.66,0.59744
1007.95,0.60725
1008.24,0.6155
1008.53,0.61916
1008.82,0.60166
1009.11,0.59891
1009.4,0.62215
1009.69,0.60016
1009.98,0.6326
1010.27,0.66172
1010.56,0.65
1010.85,0.64309
1011.13,0.62756
1011.42,0.63891
1011.71,0.6104
1012,0.6478
1012.29,0.64316
1012.58,0.62891
1012.87,0.63582
1013.16,0.62842
1013.44,0.68321
1013.73,0.63496
1014.02,0.61277
1014.31,0.64175
1014.6,0.65911
1014.89,0.67968
1015.17,0.63006
1015.46,0.65552
1015.75,0.66514
1016.04,0.6517
1016.33,0.63299
1016.61,0.67769
1016.9,0.64771
1017.19,0.68337
1017.48,0.65849
1017.77,0.63889
1018.05,0.69574
1018.34,0.66
1018.63,0.66002
1018.92,0.70219
1019.2,0.68458
1019.49,0.666
1019.78,0.65631
1020.07,0.65451
1020.35,0.671
1020.64,0.6849
1020.93,0.71761
1021.21,0.68889
1021.5,0.72425
1021.79,0.70894
1022.07,0.68394
1022.36,0.71413
1022.65,0.72283
1022.93,0.75226
1023.22,0.70779
1023.51,0.67641
1023.79,0.72078
1024.08,0.70064
1024.37,0.69053
1024.65,0.71177
1024.94,0.7573
1025.23,0.72186
1025.51,0.68231
1025.8,0.70608
1026.08,0.70654
1026.37,0.70022
1026.66,0.71853
1026.94,0.72321
1027.23,0.76279
1027.51,0.65998
1027.8,0.79277
1028.08,0.72118
1028.37,0.7488
1028.66,0.71243
1028.94,0.77941
1029.23,0.72385
1029.51,0.73824
1029.8,0.753
