wavelength_nm,frequency_thz,theta_air_raw_deg,theta_prism_deg,observed_r0_reflectance_fraction,package_static_prediction_fraction,residual_prediction_minus_observed,absolute_residual,power_norm_std,prepump_rows,delay_min_ps,delay_max_ps,in_figure2_plotted_window
1240,241.76811129,36,39.0137585711,0.0502415241604,0.0919341863665,0.041692662206,0.041692662206,0.000663726289242,11,-0.6,-0.4,false
1240,241.76811129,37,39.6763222586,0.0508338847462,0.0927113919104,0.0418775071642,0.0418775071642,0.000858861538922,11,-0.6,-0.4,false
1240,241.76811129,38,40.3397973986,0.0501965471439,0.0932671458667,0.0430705987228,0.0430705987228,0.00112836734571,11,-0.6,-0.4,false
1240,241.76811129,39,41.0040682498,0.0506983132599,0.0935389682485,0.0428406549886,0.0428406549886,0.00129437880013,11,-0.6,-0.4,false
1240,241.76811129,40,41.6690197955,0.0490938325853,0.0934416619547,0.0443478293693,0.0443478293693,0.00103096527294,11,-0.6,-0.4,false
1240,241.76811129,41,42.3345376402,0.0491183139658,0.0928535286854,0.0437352147196,0.0437352147196,0.000867900351478,11,-0.6,-0.4,false
1240,241.76811129,42,43.0005079045,0.0501031221995,0.0915891028152,0.0414859806157,0.0414859806157,0.00107354934336,11,-0.6,-0.4,true
1240,241.76811129,43,43.6668171225,0.0545055849628,0.0893387128508,0.034833127888,0.034833127888,0.0010940558466,11,-0.6,-0.4,true
1240,241.76811129,44,44.3333521377,0.0376282669944,0.0854581859006,0.0478299189063,0.0478299189063,0.000839479894932,11,-0.6,-0.4,true
1240,241.76811129,45,45,0.0174844669338,0.0366715022533,0.0191870353195,0.0191870353195,0.000838476783394,11,-0.6,-0.4,true
1240,241.76811129,46,45.6666478623,0.0101913256609,0.0247623357929,0.014571010132,0.014571010132,0.000982220326903,11,-0.6,-0.4,true
1240,241.76811129,47,46.3331828775,0.0088843575149,0.0209989716391,0.0121146141242,0.0121146141242,0.00106642664836,11,-0.6,-0.4,true
1240,241.76811129,48,46.9994920955,0.0107015846099,0.0216737376496,0.0109721530397,0.0109721530397,0.000936498218434,11,-0.6,-0.4,true
1240,241.76811129,49,47.6654623598,0.0145473131278,0.0252777310232,0.0107304178954,0.0107304178954,0.00103835715039,11,-0.6,-0.4,true
1240,241.76811129,50,48.3309802045,0.020880580891,0.0309898235702,0.0101092426791,0.0101092426791,0.00126183705343,11,-0.6,-0.4,true
