Spectroscopic Data at 3.081 min.	
Wavelength (nm)	Intensity
449	0.243942
450	0.243324
451	0.242701
452	0.242421
453	0.242303
454	0.2428
455	0.243179
456	0.243277
457	0.243454
458	0.243319
459	0.242997
460	0.24324
461	0.243533
462	0.243334
463	0.243045
464	0.243303
465	0.243256
466	0.243522
467	0.243817
468	0.243606
469	0.243089
470	0.243187
471	0.243594
472	0.244038
473	0.244112
474	0.243681
475	0.243587
476	0.244265
477	0.245242
478	0.245647
479	0.24552
480	0.24551
481	0.245607
482	0.245247
483	0.244956
484	0.24539
485	0.245832
486	0.24606
487	0.246661
488	0.247322
489	0.247652
490	0.247459
491	0.247652
492	0.248157
493	0.247619
494	0.247127
495	0.247884
496	0.248483
497	0.248732
498	0.249032
499	0.249779
500	0.250359
501	0.250143
502	0.250421
503	0.251061
504	0.251077
505	0.250877
506	0.251248
507	0.252079
508	0.252538
509	0.252626
510	0.253184
511	0.25403
512	0.254423
513	0.254392
514	0.254652
515	0.255233
516	0.255546
517	0.255196
518	0.255567
519	0.256642
520	0.257209
521	0.257346
522	0.25748
523	0.258544
524	0.259103
525	0.259197
526	0.25928
527	0.259909
528	0.260965
529	0.26089
530	0.260843
531	0.261383
532	0.262373
533	0.263094
534	0.263227
535	0.263534
536	0.264293
537	0.265128
538	0.265288
539	0.265284
540	0.266168
541	0.267211
542	0.267466
543	0.267422
544	0.267789
545	0.26902
546	0.269789
547	0.270063
548	0.27024
549	0.270764
550	0.272113
551	0.272511
552	0.27232
553	0.2727
554	0.273652
555	0.274636
556	0.275043
557	0.275172
558	0.275898
559	0.276896
560	0.277583
561	0.278368
562	0.278598
563	0.278921
564	0.279727
565	0.280811
566	0.28111
567	0.281353
568	0.28191
569	0.282717
570	0.283536
571	0.284114
572	0.2846
573	0.285304
574	0.286332
575	0.287283
576	0.287742
577	0.287746
578	0.288286
579	0.28927
580	0.290114
581	0.290769
582	0.291134
583	0.291424
584	0.292283
585	0.293328
586	0.294251
587	0.294824
588	0.295357
589	0.296428
590	0.297636
591	0.298615
592	0.298804
593	0.299281
594	0.299689
595	0.30058
596	0.301594
597	0.302042
598	0.302509
599	0.302828
600	0.303667
601	0.30496
602	0.306053
603	0.306607
604	0.307083
605	0.307575
606	0.30865
607	0.310324
608	0.310854
609	0.311453
610	0.311773
611	0.312071
612	0.313074
613	0.314368
614	0.315255
615	0.3162
616	0.317032
617	0.316844
618	0.317377
619	0.318107
620	0.318556
621	0.319214
622	0.319963
623	0.321122
624	0.322707
625	0.323769
626	0.324406
627	0.324825
628	0.325398
629	0.326008
630	0.326894
631	0.327756
632	0.328198
633	0.328914
634	0.329398
635	0.330257
636	0.331468
637	0.332831
638	0.333593
639	0.334567
640	0.335222
641	0.335896
642	0.336653
643	0.337617
644	0.338777
645	0.339223
646	0.339843
647	0.340054
648	0.341033
649	0.342369
650	0.343172
651	0.343822
652	0.343869
653	0.34409
654	0.34508
655	0.345779
656	0.347136
657	0.348478
658	0.349285
659	0.34989
660	0.350725
661	0.351793
662	0.352395
663	0.353482
664	0.354609
665	0.355277
666	0.355423
667	0.355766
668	0.356475
669	0.3572
670	0.358339
671	0.35917
672	0.359478
673	0.359918
674	0.360365
675	0.360988
676	0.362005
677	0.36335
678	0.364273
679	0.36551
680	0.366382
681	0.366751
682	0.366633
683	0.367345
684	0.368417
685	0.369547
686	0.37041
687	0.370728
688	0.371287
689	0.371512
690	0.372165
691	0.373318
692	0.374243
693	0.375158
694	0.376023
695	0.376195
696	0.376732
697	0.377306
698	0.378652
699	0.379993
700	0.38097
701	0.381541
702	0.382598
703	0.382399
704	0.382439
705	0.383787
706	0.384889
707	0.385852
708	0.386611
709	0.387158
710	0.387927
711	0.388102
712	0.387963
713	0.38837
714	0.389617
715	0.390655
716	0.391696
717	0.392586
718	0.392652
719	0.392559
720	0.393103
721	0.394186
722	0.395185
723	0.39642
724	0.397889
725	0.398251
726	0.398748
727	0.399378
728	0.399693
729	0.400038
730	0.400502
731	0.401323
732	0.40217
733	0.402916
734	0.403281
735	0.403139
736	0.403583
737	0.40372
738	0.404725
739	0.40587
740	0.407108
741	0.408098
742	0.409009
743	0.40915
744	0.40945
745	0.409976
746	0.410104
747	0.411053
748	0.412267
749	0.413481
750	0.414445
751	0.415939
752	0.415831
753	0.415068
754	0.414714
755	0.415862
756	0.416465
757	0.417741
758	0.419517
759	0.420584
760	0.420376
761	0.420518
762	0.421115
763	0.421782
764	0.420216
765	0.419414
766	0.41974
767	0.421929
768	0.423758
769	0.425123
770	0.426411
771	0.426619
772	0.426565
773	0.426607
774	0.427321
775	0.429075
776	0.429983
777	0.430913
778	0.432455
779	0.432198
780	0.432562
781	0.43276
782	0.432318
783	0.431929
784	0.433027
785	0.434446
786	0.435565
787	0.436511
788	0.437091
789	0.437045
790	0.436165
791	0.435784
792	0.436809
793	0.437645
794	0.438297
795	0.439832
796	0.440826
797	0.441911
798	0.4424
799	0.442712
800	0.44352
801	0.44353
802	0.443419
803	0.443587
804	0.4453
805	0.446625
806	0.447343
807	0.448033
808	0.448718
809	0.450145
810	0.449937
811	0.449208
812	0.448847
813	0.448828
814	0.450047
815	0.450862
816	0.451976
817	0.454415
818	0.45591
819	0.456397
820	0.456096
821	0.456359
822	0.454622
823	0.451905
824	0.448896
825	0.447453
826	0.44897
827	0.451485
828	0.452117
829	0.452147
830	0.453456
831	0.456339
832	0.457276
833	0.457581
834	0.456583
835	0.455267
836	0.454666
837	0.455684
838	0.457942
839	0.461535
840	0.463711
841	0.462291
842	0.460282
843	0.460911
844	0.462744
845	0.462876
846	0.462559
847	0.463261
848	0.465221
849	0.467125
850	0.467692
851	0.468111
852	0.470435
853	0.471888
854	0.472475
855	0.471657
856	0.469939
857	0.469563
858	0.470803
859	0.470747
860	0.471258
861	0.471472
862	0.473743
863	0.475085
864	0.475572
865	0.475587
866	0.47523
867	0.475328
868	0.475501
869	0.474929
870	0.474444
871	0.47443
872	0.475268
873	0.477069
874	0.478544
875	0.479003
876	0.47926
877	0.480187
878	0.480448
879	0.479448
880	0.476181
881	0.474169
882	0.476992
883	0.477022
884	0.474703
885	0.473781
886	0.474448
887	0.477058
888	0.47963
889	0.48128
890	0.481398
891	0.481247
892	0.481578
893	0.482052
894	0.480964
895	0.479368
896	0.478186
897	0.47785
898	0.479722
899	0.483209
900	0.4855
901	0.486856
902	0.487358
903	0.487745
904	0.487399
905	0.484897
906	0.481541
907	0.479785
908	0.482123
909	0.485204
910	0.487268
911	0.488782
912	0.489778
913	0.490231
914	0.490456
915	0.490468
916	0.489473
917	0.487398
918	0.484484
919	0.483469
920	0.484142
921	0.485391
922	0.486639
923	0.488195
924	0.488684
925	0.490317
926	0.492558
927	0.494838
928	0.495802
929	0.496839
930	0.497269
931	0.496228
932	0.495294
933	0.49592
934	0.495511
935	0.495704
936	0.494091
937	0.493291
938	0.494218
939	0.495058
940	0.495428
941	0.496898
942	0.496264
943	0.496697
944	0.49672
945	0.497963
946	0.497275
947	0.496354
948	0.495384
949	0.495136
950	0.49474
951	0.4952
952	0.495564
953	0.496784
954	0.498115
955	0.498992
956	0.499992
957	0.501449
958	0.50382
959	0.503591
960	0.502636
961	0.502725
962	0.502132
963	0.502443
964	0.503367
965	0.503307
966	0.502545
967	0.503349
968	0.504287
969	0.505972
970	0.506458
971	0.507434
972	0.508375
973	0.509183
974	0.509679
975	0.509947
976	0.510399
977	0.510067
978	0.508781
979	0.50639
980	0.505032
981	0.504463
982	0.501764
983	0.49969
984	0.500392
985	0.502992
986	0.507021
987	0.508697
988	0.510359
989	0.511796
990	0.512172
991	0.512389
992	0.511981
993	0.51185
994	0.511222
995	0.509365
996	0.506675
997	0.506905
998	0.506948
999	0.50911
1000	0.510415
1006	0.488913
1012	0.50213
1018	0.506988
1024	0.508476
1030	0.513853
1036	0.520924
1042	0.527746
1048	0.530425
1054	0.529436
1060	0.527805
1066	0.53124
1072	0.540733
1078	0.546518
1084	0.540275
1090	0.534191
1096	0.534589
1102	0.538211
1108	0.53941
1114	0.537077
1120	0.53474
1126	0.533096
1132	0.535624
1138	0.541039
1144	0.548114
1150	0.555114
1156	0.563495
1162	0.567234
1168	0.566469
1174	0.559022
1180	0.550259
1186	0.544011
1192	0.538743
1198	0.539439
1204	0.542807
1210	0.549726
1216	0.555415
1222	0.56056
1228	0.562353
1234	0.566122
1240	0.568061
1246	0.572053
1252	0.576973
1258	0.576513
1264	0.573063
1270	0.565669
1276	0.560547
1282	0.555688
1288	0.557485
1294	0.561588
1300	0.566116
1306	0.570349
1312	0.574299
1318	0.576672
1324	0.577371
1330	0.579649
1336	0.57957
1342	0.582415
1348	0.584628
1354	0.588105
1360	0.591832
1366	0.590727
1372	0.588592
1378	0.584843
1384	0.581131
1390	0.582643
1396	0.585666
1402	0.591635
1408	0.593875
1414	0.593258
1420	0.591163
1426	0.586901
1432	0.58518
1438	0.585293
1444	0.584293
1450	0.588304
1456	0.594609
1462	0.600198
1468	0.602689
1474	0.60268
1480	0.594909
1486	0.589421
1492	0.584346
1498	0.581167
1504	0.581014
1510	0.583261
1516	0.587223
1522	0.59228
1528	0.596965
1534	0.600302
1540	0.601725
1546	0.601511
1552	0.598515
1558	0.594848
1564	0.5925
1570	0.591438
1576	0.592112
1582	0.594959
1588	0.598632
1594	0.600619
1600	0.603258
1606	0.604285
1612	0.604677
1618	0.603342
1624	0.604733
1630	0.607122
1636	0.607793
1642	0.610529
1648	0.610158
1654	0.613206
1660	0.615423
1666	0.614728
1672	0.614424
1678	0.61354
1684	0.610946
1690	0.608305
1696	0.607019
1702	0.608051
1708	0.608513
1714	0.610998
1720	0.612405
1726	0.612343
1732	0.611562
1738	0.610247
1744	0.610801
1750	0.611933
1756	0.61575
1762	0.617155
1768	0.619005
1774	0.621717
1780	0.623191
1786	0.622583
1792	0.62413
1798	0.623667
1804	0.626386
1810	0.625612
1816	0.627229
1822	0.628024
1828	0.626209
1834	0.626887
1840	0.628053
1846	0.626717
1852	0.626988
1858	0.626771
1864	0.627864
1870	0.629758
1876	0.630348
1882	0.629092
1888	0.628965
1894	0.630674
1900	0.628684
1906	0.629166
1912	0.629464
1918	0.630983
1924	0.633374
1930	0.634781
1936	0.636454
1942	0.63488
1948	0.637335
1954	0.635361
1960	0.636329
1966	0.637814
1972	0.637944
1978	0.638145
1984	0.639405
1990	0.638982
1996	0.641696
2002	0.640877
2008	0.638662
2014	0.634749
2020	0.630904
2026	0.627478
2032	0.625618
2038	0.626322
2044	0.627225
2050	0.629273
2056	0.630636
2062	0.632072
2068	0.633597
2074	0.635352
2080	0.636255
2086	0.635779
2092	0.634841
2098	0.634755
2104	0.635772
2110	0.637614
2116	0.637703
2122	0.641302
2128	0.643912
2134	0.642507
2140	0.642274
2146	0.64234
2152	0.642647
2158	0.642346
2164	0.640962
2170	0.641602
2176	0.642483
2182	0.640907
2188	0.643486
2194	0.644623
2200	0.643563
2206	0.645318
2212	0.643385
2218	0.643924
2224	0.645531
2230	0.643793
2236	0.641992
2242	0.641388
2248	0.640063
2254	0.639599
2260	0.640535
2266	0.640459
2272	0.64077
2278	0.642614
2284	0.641692
2290	0.645059
2296	0.64553
2302	0.641947
2308	0.638488
2314	0.63808
2320	0.636846
2326	0.638349
2332	0.637953
2338	0.640706
2344	0.642237
2350	0.644937
2356	0.646786
2362	0.646968
2368	0.649354
2374	0.648991
2380	0.648232
2386	0.648255
2392	0.649269
2398	0.647141
2404	0.645122
2410	0.642951
2416	0.642755
2422	0.643261
2428	0.646121
2434	0.649421
2440	0.651043
2446	0.645742
2452	0.642836
2458	0.647124
2464	0.643877
2470	0.64501
2476	0.645843
2482	0.64331
2488	0.642613
2494	0.639131
2500	0.639425
