Spectroscopic Data at 5.041 min.	
Wavelength (nm)	Intensity
210	0.313769
211	0.311694
212	0.309996
213	0.30864
214	0.307356
215	0.306352
216	0.304857
217	0.303168
218	0.302323
219	0.300723
220	0.29957
221	0.298498
222	0.297394
223	0.296592
224	0.295685
225	0.29502
226	0.294648
227	0.294305
228	0.293733
229	0.293056
230	0.291873
231	0.290834
232	0.289775
233	0.288509
234	0.287847
235	0.286966
236	0.285389
237	0.2838
238	0.282546
239	0.281129
240	0.279952
241	0.279127
242	0.278679
243	0.278015
244	0.276927
245	0.27612
246	0.275289
247	0.274273
248	0.273269
249	0.27235
250	0.271356
251	0.2702
252	0.269198
253	0.268437
254	0.267835
255	0.267049
256	0.266077
257	0.26507
258	0.264237
259	0.263525
260	0.26264
261	0.261818
262	0.261181
263	0.260577
264	0.260093
265	0.259438
266	0.258695
267	0.25808
268	0.257498
269	0.256777
270	0.256139
271	0.25563
272	0.255074
273	0.254325
274	0.253647
275	0.253046
276	0.252384
277	0.251797
278	0.251114
279	0.250402
280	0.249934
281	0.24937
282	0.248722
283	0.248182
284	0.247635
285	0.247003
286	0.24632
287	0.245897
288	0.24551
289	0.244846
290	0.244206
291	0.243639
292	0.242961
293	0.24229
294	0.24162
295	0.241202
296	0.240783
297	0.240228
298	0.23967
299	0.239317
300	0.239002
301	0.238541
302	0.237998
303	0.237541
304	0.237261
305	0.236997
306	0.236507
307	0.236053
308	0.235828
309	0.235628
310	0.235274
311	0.235033
312	0.234768
313	0.234596
314	0.234494
315	0.234336
316	0.23416
317	0.234129
318	0.233961
319	0.233752
320	0.233772
321	0.23362
322	0.233473
323	0.233436
324	0.23347
325	0.233578
326	0.233469
327	0.233276
328	0.233165
329	0.23322
330	0.233414
331	0.233418
332	0.233359
333	0.233456
334	0.233628
335	0.233977
336	0.234021
337	0.233776
338	0.233879
339	0.234207
340	0.234466
341	0.234801
342	0.234823
343	0.234758
344	0.235007
345	0.235457
346	0.235768
347	0.235876
348	0.235814
349	0.235968
350	0.236334
351	0.236746
352	0.236855
353	0.236928
354	0.237105
355	0.237314
356	0.237662
357	0.238044
358	0.238153
359	0.238154
360	0.238363
361	0.238628
362	0.239366
363	0.239983
364	0.24013
365	0.240321
366	0.240784
367	0.241019
368	0.241241
369	0.241562
370	0.241811
371	0.242003
372	0.242273
373	0.242396
374	0.242521
375	0.242724
376	0.24316
377	0.24364
378	0.24415
379	0.244416
380	0.244124
381	0.243743
382	0.243887
383	0.24395
384	0.244122
385	0.24435
386	0.244454
387	0.244397
388	0.243701
389	0.245568
390	0.250094
391	0.250382
392	0.24524
393	0.242457
394	0.243209
395	0.243976
396	0.244293
397	0.245557
398	0.246366
399	0.246282
400	0.246397
401	0.246624
402	0.246665
403	0.246515
404	0.246408
405	0.246588
406	0.246699
407	0.246838
408	0.247161
409	0.247327
410	0.247447
411	0.24718
412	0.247214
413	0.247115
414	0.246936
415	0.247257
416	0.24747
417	0.24758
418	0.247593
419	0.247399
420	0.247226
421	0.246917
422	0.247158
423	0.247308
424	0.247301
425	0.247534
426	0.247621
427	0.24727
428	0.24744
429	0.24735
430	0.247169
431	0.247487
432	0.247365
433	0.247322
434	0.247335
435	0.247233
436	0.247241
437	0.247409
438	0.247289
439	0.247365
440	0.247456
441	0.247124
442	0.247263
443	0.247442
444	0.247227
445	0.247286
446	0.247415
447	0.247263
448	0.247759
449	0.248203
450	0.247715
451	0.24716
452	0.24682
453	0.246776
454	0.247299
455	0.247583
456	0.247603
457	0.247743
458	0.247722
459	0.247412
460	0.247624
461	0.247895
462	0.247621
463	0.24739
464	0.2477
465	0.247704
466	0.247823
467	0.248109
468	0.248063
469	0.247596
470	0.247649
471	0.248105
472	0.248296
473	0.248402
474	0.248043
475	0.24794
476	0.248523
477	0.249377
478	0.249804
479	0.249745
480	0.249723
481	0.249851
482	0.249448
483	0.249171
484	0.249705
485	0.250022
486	0.250143
487	0.250922
488	0.251587
489	0.251875
490	0.251862
491	0.251942
492	0.25227
493	0.251776
494	0.25137
495	0.252055
496	0.252658
497	0.252978
498	0.253487
499	0.254132
500	0.254608
501	0.254569
502	0.254774
503	0.255134
504	0.25519
505	0.255101
506	0.255413
507	0.256081
508	0.256609
509	0.256916
510	0.257523
511	0.258257
512	0.258789
513	0.25878
514	0.258748
515	0.259404
516	0.259992
517	0.259611
518	0.259827
519	0.260707
520	0.261291
521	0.261689
522	0.261961
523	0.262925
524	0.263489
525	0.263548
526	0.263764
527	0.264253
528	0.26524
529	0.265188
530	0.265025
531	0.265632
532	0.266652
533	0.267255
534	0.267536
535	0.26799
536	0.268779
537	0.269487
538	0.269595
539	0.269622
540	0.270618
541	0.271681
542	0.272003
543	0.272015
544	0.272249
545	0.273645
546	0.274272
547	0.274379
548	0.274782
549	0.275331
550	0.276447
551	0.276894
552	0.27692
553	0.277339
554	0.27818
555	0.279061
556	0.279625
557	0.279756
558	0.280382
559	0.281334
560	0.282249
561	0.282911
562	0.283135
563	0.283577
564	0.284251
565	0.285433
566	0.285933
567	0.28611
568	0.286465
569	0.287421
570	0.288277
571	0.28871
572	0.28917
573	0.290197
574	0.291138
575	0.291826
576	0.292508
577	0.292499
578	0.293028
579	0.294082
580	0.294847
581	0.295421
582	0.29609
583	0.296581
584	0.29736
585	0.29829
586	0.299191
587	0.299778
588	0.300424
589	0.301383
590	0.302554
591	0.303605
592	0.303775
593	0.304175
594	0.304696
595	0.305546
596	0.306437
597	0.306988
598	0.307467
599	0.307751
600	0.308736
601	0.310136
602	0.311403
603	0.311845
604	0.312256
605	0.312983
606	0.314131
607	0.315439
608	0.315955
609	0.31652
610	0.31705
611	0.317467
612	0.318373
613	0.319543
614	0.320538
615	0.321405
616	0.322004
617	0.322077
618	0.32287
619	0.323485
620	0.32397
621	0.324982
622	0.325669
623	0.326803
624	0.328136
625	0.329286
626	0.329975
627	0.330251
628	0.33096
629	0.331498
630	0.332363
631	0.333306
632	0.333713
633	0.334486
634	0.335156
635	0.335899
636	0.336837
637	0.338444
638	0.339401
639	0.340377
640	0.341009
641	0.341775
642	0.342407
643	0.343361
644	0.344546
645	0.34503
646	0.34561
647	0.345984
648	0.346973
649	0.348265
650	0.348946
651	0.349548
652	0.349815
653	0.350137
654	0.351063
655	0.351768
656	0.352985
657	0.354442
658	0.355169
659	0.355611
660	0.356794
661	0.357898
662	0.358482
663	0.359648
664	0.360733
665	0.361351
666	0.361574
667	0.362215
668	0.363038
669	0.363401
670	0.364446
671	0.365162
672	0.365696
673	0.366124
674	0.366455
675	0.367302
676	0.36827
677	0.369633
678	0.370702
679	0.371801
680	0.372687
681	0.373229
682	0.373431
683	0.374259
684	0.375147
685	0.375973
686	0.376789
687	0.3773
688	0.37765
689	0.377873
690	0.378843
691	0.379966
692	0.380511
693	0.381652
694	0.382611
695	0.382661
696	0.383452
697	0.384085
698	0.385228
699	0.386469
700	0.387638
701	0.388092
702	0.389303
703	0.389204
704	0.389309
705	0.390624
706	0.391476
707	0.392561
708	0.3936
709	0.394196
710	0.394895
711	0.394974
712	0.394943
713	0.395327
714	0.396517
715	0.397489
716	0.39848
717	0.399649
718	0.399526
719	0.399796
720	0.400138
721	0.400753
722	0.401692
723	0.403287
724	0.404746
725	0.405033
726	0.405625
727	0.406317
728	0.406743
729	0.407445
730	0.407897
731	0.408345
732	0.409298
733	0.410059
734	0.410315
735	0.410844
736	0.411055
737	0.411191
738	0.412005
739	0.413144
740	0.414333
741	0.415324
742	0.416193
743	0.416667
744	0.417001
745	0.417368
746	0.417574
747	0.418642
748	0.419644
749	0.420706
750	0.421674
751	0.423011
752	0.422671
753	0.422231
754	0.422502
755	0.423361
756	0.424133
757	0.425029
758	0.426633
759	0.428006
760	0.428158
761	0.42798
762	0.428399
763	0.429505
764	0.42814
765	0.427353
766	0.427781
767	0.429533
768	0.431311
769	0.43282
770	0.433873
771	0.434104
772	0.434306
773	0.434461
774	0.434996
775	0.436744
776	0.437564
777	0.438141
778	0.439546
779	0.439547
780	0.440361
781	0.440335
782	0.440118
783	0.439727
784	0.440884
785	0.442124
786	0.443442
787	0.444133
788	0.444717
789	0.444814
790	0.444504
791	0.443882
792	0.444663
793	0.445593
794	0.446621
795	0.447585
796	0.448636
797	0.449968
798	0.450278
799	0.450702
800	0.451421
801	0.45155
802	0.451254
803	0.451296
804	0.452728
805	0.454579
806	0.455201
807	0.455527
808	0.45636
809	0.457715
810	0.457496
811	0.45688
812	0.456951
813	0.457019
814	0.458162
815	0.45859
816	0.459885
817	0.462349
818	0.463725
819	0.464453
820	0.464213
821	0.464842
822	0.463591
823	0.46104
824	0.458177
825	0.456761
826	0.458193
827	0.460671
828	0.46117
829	0.460996
830	0.462138
831	0.464865
832	0.466068
833	0.466452
834	0.465287
835	0.46395
836	0.463576
837	0.464581
838	0.466441
839	0.46963
840	0.472089
841	0.470935
842	0.468931
843	0.469688
844	0.471345
845	0.471501
846	0.470817
847	0.471841
848	0.473362
849	0.475011
850	0.475655
851	0.476387
852	0.479084
853	0.480058
854	0.48026
855	0.479768
856	0.478567
857	0.478091
858	0.478857
859	0.479011
860	0.479107
861	0.47972
862	0.482675
863	0.483988
864	0.483535
865	0.483505
866	0.484053
867	0.483713
868	0.483792
869	0.483433
870	0.482737
871	0.482898
872	0.483763
873	0.485645
874	0.487199
875	0.487288
876	0.48784
877	0.488904
878	0.489152
879	0.488387
880	0.485755
881	0.484168
882	0.486599
883	0.486565
884	0.48439
885	0.483397
886	0.483727
887	0.48624
888	0.488618
889	0.489917
890	0.490355
891	0.490562
892	0.49086
893	0.491669
894	0.490775
