Spectroscopic Data at 22.666 min.	
Wavelength (nm)	s-Intensity
210	0.515387
211	0.513841
212	0.513156
213	0.51258
214	0.510721
215	0.510369
216	0.510248
217	0.509466
218	0.508344
219	0.506933
220	0.505798
221	0.505339
222	0.505254
223	0.505168
224	0.505015
225	0.5052
226	0.505937
227	0.506067
228	0.506647
229	0.50691
230	0.506802
231	0.506722
232	0.506238
233	0.505363
234	0.504242
235	0.503183
236	0.502011
237	0.501785
238	0.50153
239	0.501233
240	0.501424
241	0.501506
242	0.501406
243	0.501496
244	0.501792
245	0.501747
246	0.501526
247	0.501549
248	0.501417
249	0.501524
250	0.501726
251	0.501702
252	0.501782
253	0.501793
254	0.501473
255	0.501463
256	0.501813
257	0.502074
258	0.502562
259	0.503075
260	0.503352
261	0.503674
262	0.504252
263	0.504432
264	0.504718
265	0.504872
266	0.504988
267	0.505035
268	0.505043
269	0.505301
270	0.505645
271	0.505777
272	0.505701
273	0.505808
274	0.505958
275	0.505997
276	0.50597
277	0.505859
278	0.50561
279	0.505682
280	0.505983
281	0.505961
282	0.506142
283	0.506294
284	0.506291
285	0.506518
286	0.506218
287	0.506112
288	0.506051
289	0.505925
290	0.506071
291	0.50582
292	0.505484
293	0.50537
294	0.505098
295	0.504663
296	0.504365
297	0.504444
298	0.504503
299	0.504086
300	0.503871
301	0.504052
302	0.503905
303	0.503799
304	0.503799
305	0.503538
306	0.503585
307	0.503261
308	0.503086
309	0.502951
310	0.503097
311	0.503012
312	0.502588
313	0.502746
314	0.502851
315	0.50273
316	0.502266
317	0.502133
318	0.5021
319	0.502063
320	0.501767
321	0.501814
322	0.501707
323	0.501531
324	0.501435
325	0.501172
326	0.500948
327	0.500822
328	0.500505
329	0.500274
330	0.500182
331	0.500134
332	0.499947
333	0.499659
334	0.49923
335	0.499028
336	0.499059
337	0.499062
338	0.498701
339	0.498295
340	0.498091
341	0.498075
342	0.497957
343	0.497886
344	0.497506
345	0.496989
346	0.496787
347	0.496845
348	0.496651
349	0.496031
350	0.495329
351	0.495042
352	0.495257
353	0.495266
354	0.49498
355	0.494321
356	0.49393
357	0.493372
358	0.493375
359	0.49348
360	0.493158
361	0.49263
362	0.492354
363	0.492273
364	0.49219
365	0.491934
366	0.491463
367	0.491035
368	0.490529
369	0.490334
370	0.490067
371	0.489399
372	0.488824
373	0.488079
374	0.487704
375	0.4875
376	0.487374
377	0.486864
378	0.486433
379	0.485769
380	0.485271
381	0.485122
382	0.484732
383	0.484116
384	0.483209
385	0.4824
386	0.481838
387	0.481393
388	0.481339
389	0.481355
390	0.480479
391	0.479002
392	0.477832
393	0.477415
394	0.47713
395	0.477221
396	0.477129
397	0.475864
398	0.474856
399	0.47417
400	0.473496
401	0.473074
402	0.472906
403	0.472477
404	0.471776
405	0.471107
406	0.470198
407	0.469313
408	0.468703
409	0.468366
410	0.467984
411	0.467532
412	0.466794
413	0.46597
414	0.464972
415	0.464199
416	0.46368
417	0.463222
418	0.462536
419	0.462016
420	0.461416
421	0.460707
422	0.459711
423	0.458972
424	0.458666
425	0.457926
426	0.457161
427	0.456628
428	0.455826
429	0.454969
430	0.453937
431	0.453586
432	0.453087
433	0.452315
434	0.451609
435	0.450865
436	0.449981
437	0.449212
438	0.448786
439	0.448015
440	0.447433
441	0.446669
442	0.446289
443	0.445589
444	0.445
445	0.444176
446	0.443161
447	0.442387
448	0.441619
449	0.441037
450	0.440756
451	0.440224
452	0.439772
453	0.439023
454	0.437976
455	0.436955
456	0.436298
457	0.435813
458	0.43535
459	0.435058
460	0.434753
461	0.434217
462	0.43363
463	0.432545
464	0.431548
465	0.430761
466	0.43013
467	0.429676
468	0.429207
469	0.429074
470	0.428717
471	0.428407
472	0.427545
473	0.426461
474	0.42586
475	0.425273
476	0.424952
477	0.424043
478	0.423534
479	0.423374
480	0.422963
481	0.422531
482	0.422154
483	0.421303
484	0.420614
485	0.419776
486	0.419057
487	0.418496
488	0.418004
489	0.417624
490	0.417231
491	0.417041
492	0.416811
493	0.416159
494	0.415536
495	0.415088
496	0.414428
497	0.413607
498	0.412987
499	0.412434
500	0.411829
501	0.411718
502	0.411323
503	0.410944
504	0.41055
505	0.409825
506	0.409336
507	0.408827
508	0.408024
509	0.407315
510	0.406885
511	0.406564
512	0.405739
513	0.405252
514	0.405029
515	0.404681
516	0.404038
517	0.40333
518	0.40276
519	0.402618
520	0.401738
521	0.401111
522	0.401095
523	0.400479
524	0.399734
525	0.399223
526	0.398947
527	0.398556
528	0.39787
529	0.397304
530	0.396716
531	0.396157
532	0.395844
533	0.39531
534	0.394742
535	0.39456
536	0.394294
537	0.393678
538	0.393262
539	0.392659
540	0.392152
541	0.391664
542	0.391054
543	0.390462
544	0.390219
545	0.390053
546	0.389877
547	0.389329
548	0.388911
549	0.388561
550	0.388853
551	0.388213
552	0.387553
553	0.387254
554	0.386722
555	0.386224
556	0.38565
557	0.384861
558	0.38448
559	0.38488
560	0.384697
561	0.384476
562	0.384376
563	0.38412
564	0.383996
565	0.383817
566	0.383544
567	0.383015
568	0.382488
569	0.382089
570	0.381461
571	0.38092
572	0.380813
573	0.380626
574	0.380469
575	0.380594
576	0.380576
577	0.380491
578	0.380431
579	0.380827
580	0.380929
581	0.380382
582	0.380011
583	0.37986
584	0.379736
585	0.379097
586	0.378457
587	0.378117
588	0.377989
589	0.378092
590	0.378132
591	0.378091
592	0.37804
593	0.377872
594	0.378239
595	0.378315
596	0.378493
597	0.378493
598	0.377951
599	0.377466
600	0.377828
601	0.377933
602	0.37719
603	0.37664
604	0.376423
605	0.376299
606	0.37619
607	0.376379
608	0.376522
609	0.376126
610	0.376128
611	0.376605
612	0.376871
613	0.376793
614	0.376678
615	0.376325
616	0.376214
617	0.376626
618	0.376573
619	0.376552
620	0.375892
621	0.375052
622	0.374806
623	0.375064
624	0.375434
625	0.375159
626	0.374986
627	0.374557
628	0.374433
629	0.374986
630	0.375599
631	0.375394
632	0.375277
633	0.374903
634	0.374636
635	0.374528
636	0.374958
637	0.375294
638	0.374933
639	0.374328
640	0.374059
641	0.373799
642	0.374378
643	0.374388
644	0.374217
645	0.373857
646	0.373427
647	0.372988
648	0.373509
649	0.373805
650	0.373981
651	0.374186
652	0.373615
653	0.373231
654	0.373417
655	0.373679
656	0.374431
657	0.374737
658	0.374386
659	0.373875
660	0.373411
661	0.373215
662	0.373621
663	0.374263
664	0.374503
665	0.374056
666	0.373353
667	0.372597
668	0.372611
669	0.373142
670	0.374508
671	0.374556
672	0.374021
673	0.373593
674	0.373384
675	0.373701
676	0.373993
677	0.37494
678	0.375298
679	0.375081
680	0.374398
681	0.373825
682	0.37371
683	0.374308
684	0.375224
685	0.3758
686	0.375647
687	0.375188
688	0.373981
689	0.374143
690	0.374351
691	0.374845
692	0.375704
693	0.376146
694	0.375761
695	0.375243
696	0.374791
697	0.374803
698	0.375171
699	0.376284
700	0.377386
701	0.377498
702	0.377179
703	0.376602
704	0.376335
705	0.376558
706	0.377452
707	0.37848
708	0.378996
709	0.378884
710	0.378573
711	0.378064
712	0.377552
713	0.377264
714	0.377612
715	0.378783
716	0.379532
717	0.379709
718	0.379267
719	0.378699
720	0.377939
721	0.377985
722	0.379154
723	0.380308
724	0.381226
725	0.381786
726	0.382081
727	0.381333
728	0.380924
729	0.380994
730	0.38152
731	0.382605
732	0.383796
733	0.384725
734	0.384879
735	0.384213
736	0.383211
737	0.382729
738	0.383094
739	0.383349
740	0.384247
741	0.385176
742	0.385714
743	0.385179
744	0.384843
745	0.383998
746	0.383276
747	0.384076
748	0.385384
749	0.386583
750	0.387428
751	0.388354
752	0.388459
753	0.388117
754	0.387932
755	0.387794
756	0.388141
757	0.389265
758	0.390644
759	0.391901
760	0.392196
761	0.391866
762	0.391066
763	0.390122
764	0.389507
765	0.390132
766	0.391253
767	0.39216
768	0.393139
769	0.393902
770	0.393961
771	0.393121
772	0.391842
773	0.391259
774	0.391716
775	0.391689
776	0.392797
777	0.39505
778	0.396305
779	0.397385
780	0.39737
781	0.397013
782	0.396691
783	0.396776
784	0.397149
785	0.398218
786	0.39941
787	0.4002
788	0.401181
789	0.402278
790	0.402045
791	0.401992
792	0.400949
793	0.40032
794	0.400058
795	0.400223
796	0.400968
797	0.402052
798	0.40293
799	0.403007
800	0.403395
801	0.403011
802	0.402047
803	0.400683
804	0.400639
805	0.40218
806	0.403203
807	0.40412
808	0.405997
809	0.407448
810	0.407733
811	0.40754
812	0.407152
813	0.407247
814	0.407092
815	0.40721
816	0.407754
817	0.409625
818	0.410773
819	0.411186
820	0.410714
821	0.410139
822	0.409448
823	0.409424
824	0.410235
825	0.410718
826	0.410573
827	0.410262
828	0.411344
829	0.41352
830	0.415073
831	0.414724
832	0.413541
833	0.412314
834	0.411825
835	0.412297
836	0.412374
837	0.41204
838	0.413002
839	0.414674
840	0.415712
841	0.417003
842	0.418412
843	0.419661
844	0.420401
845	0.420007
846	0.418344
847	0.418342
848	0.419797
849	0.420989
850	0.421345
851	0.421938
852	0.424365
853	0.425817
854	0.425702
855	0.424895
856	0.42361
857	0.423595
858	0.423189
859	0.422843
860	0.422152
861	0.422142
862	0.424097
863	0.425242
864	0.42586
865	0.426019
866	0.426104
867	0.426602
868	0.426188
869	0.424784
870	0.423187
871	0.42255
872	0.424063
873	0.425305
874	0.426209
875	0.426787
876	0.428417
877	0.430212
878	0.431031
879	0.429781
880	0.428497
881	0.428252
882	0.428934
883	0.430032
884	0.430967
885	0.431531
886	0.432239
887	0.433774
888	0.435921
889	0.437266
890	0.436736
891	0.436199
892	0.436195
893	0.435346
894	0.433649
895	0.433257
896	0.433222
897	0.433761
898	0.435077
899	0.436045
900	0.436554
901	0.436679
902	0.436395
903	0.436654
904	0.437353
905	0.439141
906	0.439283
907	0.438041
908	0.437222
909	0.436844
910	0.437567
911	0.437451
912	0.437017
913	0.437381
914	0.437965
915	0.440014
916	0.441936
917	0.443467
918	0.444071
919	0.443523
920	0.44315
921	0.44387
922	0.443877
923	0.443305
924	0.442807
925	0.44335
926	0.444188
927	0.446273
928	0.44764
929	0.448303
930	0.448248
931	0.448779
932	0.449121
933	0.449342
934	0.448884
935	0.447399
936	0.446072
937	0.445149
938	0.445001
939	0.446119
940	0.447625
941	0.447992
942	0.448537
943	0.449159
944	0.45015
945	0.451588
946	0.451946
947	0.451549
948	0.450163
949	0.449199
950	0.44891
951	0.449413
952	0.449677
953	0.449546
954	0.450126
955	0.450214
956	0.451781
957	0.453484
958	0.45504
959	0.455792
960	0.455707
961	0.455504
962	0.455744
963	0.455485
964	0.455154
965	0.454988
966	0.455092
967	0.454143
968	0.45372
969	0.453942
970	0.455231
971	0.456843
972	0.457347
973	0.457478
974	0.458087
975	0.459224
976	0.459398
977	0.459038
978	0.457808
979	0.457169
980	0.457268
981	0.458235
982	0.459294
983	0.459073
984	0.45941
985	0.459931
986	0.460231
987	0.460901
988	0.462201
989	0.462926
990	0.462899
991	0.462067
992	0.4622
993	0.462988
994	0.46468
995	0.465218
996	0.465464
997	0.465453
998	0.465401
999	0.465083
1000	0.464863
1006	0.44585
1012	0.446919
1018	0.449227
1024	0.450408
1030	0.453088
1036	0.455914
1042	0.457791
1048	0.459439
1054	0.459678
1060	0.458386
1066	0.457481
1072	0.456769
1078	0.459171
1084	0.464324
1090	0.467539
1096	0.468289
1102	0.467373
1108	0.468256
1114	0.467946
1120	0.467395
1126	0.466797
1132	0.46833
1138	0.470851
1144	0.475874
1150	0.478377
1156	0.481146
1162	0.480966
1168	0.480324
1174	0.479326
1180	0.478239
1186	0.477517
1192	0.477108
1198	0.478292
1204	0.480636
1210	0.485477
1216	0.488925
1222	0.491993
1228	0.492942
1234	0.493657
1240	0.491365
1246	0.488057
1252	0.486066
1258	0.487373
1264	0.48985
1270	0.491276
1276	0.493336
1282	0.495097
1288	0.497898
1294	0.500597
1300	0.501948
1306	0.502213
1312	0.502522
1318	0.501724
1324	0.499209
1330	0.498208
1336	0.497426
1342	0.498591
1348	0.499047
1354	0.499579
1360	0.502103
1366	0.505956
1372	0.510493
1378	0.5127
1384	0.513108
1390	0.512718
1396	0.51154
1402	0.511239
1408	0.510294
1414	0.509284
1420	0.508792
1426	0.50846
1432	0.509369
1438	0.510589
1444	0.510389
1450	0.511068
1456	0.51194
1462	0.5128
1468	0.514933
1474	0.519504
1480	0.52123
1486	0.522241
1492	0.52178
1498	0.520698
1504	0.520619
