Spectroscopic Data at 3.603 min.	
Wavelength (nm)	Intensity
210	0.357402
211	0.356166
212	0.354547
213	0.353616
214	0.352456
215	0.351375
216	0.35011
217	0.348751
218	0.347494
219	0.346711
220	0.345223
221	0.344007
222	0.342778
223	0.341633
224	0.341257
225	0.340466
226	0.339617
227	0.339093
228	0.338632
229	0.337772
230	0.336673
231	0.335911
232	0.334593
233	0.33216
234	0.330379
235	0.329545
236	0.328138
237	0.326482
238	0.325206
239	0.324126
240	0.323393
241	0.322537
242	0.321448
243	0.320415
244	0.319307
245	0.317931
246	0.316924
247	0.315908
248	0.314494
249	0.313326
250	0.312128
251	0.31057
252	0.30916
253	0.30817
254	0.306904
255	0.305661
256	0.304736
257	0.303535
258	0.302579
259	0.301401
260	0.300258
261	0.299406
262	0.298614
263	0.297545
264	0.296565
265	0.295591
266	0.294441
267	0.293534
268	0.292635
269	0.29175
270	0.290604
271	0.289457
272	0.288539
273	0.287558
274	0.286398
275	0.285366
276	0.284419
277	0.283366
278	0.282219
279	0.281383
280	0.28061
281	0.279441
282	0.278148
283	0.277169
284	0.276432
285	0.275271
286	0.27407
287	0.273269
288	0.27242
289	0.271238
290	0.269992
291	0.268965
292	0.26809
293	0.266792
294	0.26567
295	0.264902
296	0.264021
297	0.262884
298	0.26174
299	0.261001
300	0.260182
301	0.259102
302	0.257872
303	0.256949
304	0.256314
305	0.255483
306	0.254339
307	0.253473
308	0.252801
309	0.252074
310	0.251282
311	0.250387
312	0.249441
313	0.248656
314	0.24815
315	0.247541
316	0.246457
317	0.245442
318	0.244875
319	0.244411
320	0.243708
321	0.242645
322	0.241712
323	0.241159
324	0.240694
325	0.240051
326	0.239165
327	0.237983
328	0.237361
329	0.237139
330	0.236706
331	0.235887
332	0.234973
333	0.234151
334	0.23396
335	0.233641
336	0.232934
337	0.232027
338	0.23128
339	0.230937
340	0.23078
341	0.230624
342	0.229805
343	0.228935
344	0.22852
345	0.228473
346	0.228406
347	0.227815
348	0.22711
349	0.226606
350	0.226289
351	0.226253
352	0.22578
353	0.225299
354	0.225019
355	0.224535
356	0.224232
357	0.224106
358	0.223933
359	0.223637
360	0.223369
361	0.222963
362	0.222709
363	0.222581
364	0.222412
365	0.222184
366	0.222203
367	0.222054
368	0.221599
369	0.221277
370	0.2211
371	0.22099
372	0.220874
373	0.220945
374	0.220684
375	0.22019
376	0.2201
377	0.220251
378	0.220397
379	0.220442
380	0.220098
381	0.219729
382	0.219182
383	0.218761
384	0.218672
385	0.218967
386	0.219079
387	0.21866
388	0.217828
389	0.219861
390	0.221529
391	0.219311
392	0.216533
393	0.216105
394	0.216552
395	0.21667
396	0.216919
397	0.216912
398	0.216788
399	0.216854
400	0.217183
401	0.217467
402	0.217439
403	0.217386
404	0.216894
405	0.216484
406	0.216558
407	0.216705
408	0.21716
409	0.217269
410	0.217066
411	0.21665
412	0.216303
413	0.216144
414	0.216099
415	0.2164
416	0.216495
417	0.216619
418	0.216719
419	0.216311
420	0.215889
421	0.215789
422	0.215671
423	0.215913
424	0.216188
425	0.216223
426	0.216264
427	0.216082
428	0.216077
429	0.215728
430	0.215672
431	0.215852
432	0.215701
433	0.215807
434	0.215849
435	0.215764
436	0.21588
437	0.21585
438	0.215682
439	0.215702
440	0.215429
441	0.215241
442	0.215444
443	0.215268
444	0.21529
445	0.215598
446	0.215824
447	0.215792
448	0.215861
449	0.215375
450	0.214975
451	0.214742
452	0.214373
453	0.214551
454	0.215037
455	0.21543
456	0.215354
457	0.215449
458	0.215347
459	0.215095
460	0.214915
461	0.214507
462	0.214099
463	0.214132
464	0.214503
465	0.214523
466	0.214665
467	0.215017
468	0.214629
469	0.214163
470	0.214194
471	0.21443
472	0.214355
473	0.214582
474	0.215181
475	0.215639
476	0.2164
477	0.217214
478	0.217487
479	0.217088
480	0.216635
481	0.216212
482	0.215724
483	0.215551
484	0.216114
485	0.216555
486	0.216863
487	0.217871
488	0.21858
489	0.21879
490	0.218499
491	0.218286
492	0.218192
493	0.217663
494	0.217503
495	0.218131
496	0.218921
497	0.219284
498	0.219926
499	0.220898
500	0.221299
501	0.221199
502	0.221221
503	0.221406
504	0.221361
505	0.22104
506	0.221187
507	0.221821
508	0.222388
509	0.222525
510	0.223124
511	0.224106
512	0.224399
513	0.224417
514	0.224744
515	0.225115
516	0.225138
517	0.224954
518	0.22507
519	0.225758
520	0.226117
521	0.22635
522	0.226985
523	0.227812
524	0.228159
525	0.228454
526	0.228909
527	0.229631
528	0.230239
529	0.229965
530	0.230038
531	0.2306
532	0.231136
533	0.23158
534	0.231848
535	0.232695
536	0.233379
537	0.23396
538	0.234146
539	0.234525
540	0.235173
541	0.235909
542	0.236302
543	0.236349
544	0.236819
545	0.23788
546	0.238323
547	0.238255
548	0.238571
549	0.239237
550	0.240224
551	0.240397
552	0.240734
553	0.241359
554	0.242212
555	0.243208
556	0.243475
557	0.244053
558	0.244669
559	0.245457
560	0.245981
561	0.246537
562	0.246363
563	0.246756
564	0.247789
565	0.248381
566	0.248584
567	0.249099
568	0.249918
569	0.251022
570	0.252136
571	0.252604
572	0.253262
573	0.254021
574	0.254882
575	0.255432
576	0.255864
577	0.256135
578	0.256251
579	0.256823
580	0.257816
581	0.258339
582	0.258544
583	0.259066
584	0.260423
585	0.261603
586	0.262329
587	0.2632
588	0.263946
589	0.264872
590	0.265886
591	0.266481
592	0.266738
593	0.266839
594	0.267057
595	0.267992
596	0.268837
597	0.269122
598	0.269385
599	0.269786
600	0.271109
601	0.272594
602	0.273806
603	0.274868
604	0.275536
605	0.27644
606	0.27769
607	0.278433
608	0.279014
609	0.279372
610	0.279541
611	0.279563
612	0.280435
613	0.281529
614	0.282378
615	0.282961
616	0.283147
617	0.283729
618	0.285072
619	0.286259
620	0.28745
621	0.288183
622	0.28888
623	0.289814
624	0.291231
625	0.292521
626	0.292942
627	0.293082
628	0.293405
629	0.293941
630	0.294475
631	0.29526
632	0.296072
633	0.296509
634	0.296953
635	0.297659
636	0.29912
637	0.30051
638	0.301657
639	0.303015
640	0.304103
641	0.304667
642	0.305537
643	0.307031
644	0.308243
645	0.308718
646	0.309035
647	0.308829
648	0.30946
649	0.310338
650	0.311084
651	0.311672
652	0.312236
653	0.312601
654	0.312698
655	0.313951
656	0.31532
657	0.316781
658	0.318231
659	0.319356
660	0.320008
661	0.320818
662	0.321991
663	0.323008
664	0.323966
665	0.324842
666	0.325155
667	0.325128
668	0.325487
669	0.326243
670	0.327061
671	0.327851
672	0.328289
673	0.328972
674	0.329262
675	0.329523
676	0.330737
677	0.331982
678	0.333256
679	0.334739
680	0.335459
681	0.335781
682	0.336415
683	0.337475
684	0.338547
685	0.339374
686	0.340513
687	0.34106
688	0.341343
689	0.341678
690	0.342126
691	0.342897
692	0.344271
693	0.345213
694	0.345419
695	0.346398
696	0.346794
697	0.346579
698	0.347566
699	0.349377
700	0.350508
701	0.351427
702	0.352296
703	0.353099
704	0.353509
705	0.354154
706	0.355258
707	0.355972
708	0.356872
709	0.358174
710	0.358537
711	0.358811
712	0.358635
713	0.359213
714	0.360051
715	0.361187
716	0.361848
717	0.363035
718	0.363435
