Spectroscopic Data at 3.253 min.	
Wavelength (nm)	Intensity
210	0.352561
211	0.352699
212	0.35058
213	0.350128
214	0.349805
215	0.347513
216	0.346058
217	0.345313
218	0.343798
219	0.343339
220	0.341951
221	0.340834
222	0.33983
223	0.338576
224	0.338186
225	0.337711
226	0.336631
227	0.336014
228	0.335856
229	0.334806
230	0.33385
231	0.333166
232	0.331826
233	0.329827
234	0.32794
235	0.326946
236	0.325706
237	0.324204
238	0.322958
239	0.321851
240	0.321294
241	0.320468
242	0.31954
243	0.318568
244	0.317344
245	0.315971
246	0.314992
247	0.314191
248	0.312878
249	0.311689
250	0.310265
251	0.309044
252	0.307837
253	0.30668
254	0.30555
255	0.304447
256	0.303581
257	0.302563
258	0.301265
259	0.300377
260	0.299586
261	0.298487
262	0.297559
263	0.296656
264	0.295814
265	0.294958
266	0.293806
267	0.292799
268	0.29201
269	0.291148
270	0.290005
271	0.288897
272	0.288119
273	0.287148
274	0.285999
275	0.285149
276	0.284162
277	0.283063
278	0.281892
279	0.281015
280	0.280364
281	0.279348
282	0.278092
283	0.277236
284	0.276579
285	0.275322
286	0.274046
287	0.273169
288	0.272428
289	0.271353
290	0.270114
291	0.269145
292	0.268264
293	0.267085
294	0.265936
295	0.265176
296	0.26436
297	0.263308
298	0.262146
299	0.261294
300	0.260542
301	0.259474
302	0.258361
303	0.257416
304	0.256578
305	0.255795
306	0.254761
307	0.253955
308	0.253277
309	0.252679
310	0.251914
311	0.250984
312	0.250135
313	0.249313
314	0.248799
315	0.248208
316	0.247321
317	0.246289
318	0.245491
319	0.245055
320	0.244371
321	0.243314
322	0.242441
323	0.241912
324	0.241469
325	0.240967
326	0.240099
327	0.238782
328	0.238141
329	0.237966
330	0.237607
331	0.236787
332	0.235841
333	0.234983
334	0.234868
335	0.234607
336	0.233986
337	0.233011
338	0.232248
339	0.23183
340	0.23171
341	0.231586
342	0.23087
343	0.230033
344	0.229494
345	0.229433
346	0.229435
347	0.228988
348	0.228244
349	0.227629
350	0.227359
351	0.227278
352	0.226935
353	0.226496
354	0.226001
355	0.225612
356	0.225315
357	0.225211
358	0.225016
359	0.224725
360	0.224459
361	0.224125
362	0.223802
363	0.223668
364	0.223586
365	0.223509
366	0.223337
367	0.223118
368	0.222775
369	0.222479
370	0.222261
371	0.222159
372	0.222179
373	0.222205
374	0.221897
375	0.221525
376	0.221407
377	0.2216
378	0.221771
379	0.221777
380	0.221419
381	0.220967
382	0.220481
383	0.22024
384	0.220062
385	0.22019
386	0.22039
387	0.219994
388	0.219361
389	0.221169
390	0.222359
391	0.220258
392	0.217971
393	0.217841
394	0.218132
395	0.218104
396	0.218412
397	0.218278
398	0.218084
399	0.218301
400	0.218535
401	0.218829
402	0.21887
403	0.21871
404	0.218303
405	0.217955
406	0.217806
407	0.218041
408	0.218439
409	0.218624
410	0.218461
411	0.218106
412	0.217745
413	0.217492
414	0.217311
415	0.217673
416	0.217855
417	0.218009
418	0.218027
419	0.217601
420	0.217399
421	0.217015
422	0.217023
423	0.217416
424	0.21748
425	0.217596
426	0.21756
427	0.217581
428	0.217452
429	0.217088
430	0.216977
431	0.217156
432	0.217134
433	0.217107
434	0.217185
435	0.217129
436	0.217223
437	0.217188
438	0.216886
439	0.216912
440	0.216822
441	0.216573
442	0.21665
443	0.216606
444	0.216758
445	0.217106
446	0.217109
447	0.217081
448	0.217195
449	0.21681
450	0.216182
451	0.215989
452	0.215676
453	0.215799
454	0.216434
455	0.216958
456	0.216832
457	0.216805
458	0.216618
459	0.216394
460	0.216279
461	0.215923
462	0.215624
463	0.215636
464	0.215832
465	0.215985
466	0.216138
467	0.216321
468	0.216043
469	0.215717
470	0.215847
471	0.215723
472	0.215616
473	0.216072
474	0.216552
475	0.21685
476	0.217596
477	0.218516
478	0.218632
479	0.218292
480	0.217937
481	0.217539
482	0.217019
483	0.216957
484	0.21742
485	0.218025
486	0.218472
487	0.219043
488	0.219907
489	0.220113
490	0.219857
491	0.219669
492	0.219509
493	0.219076
494	0.218868
495	0.219702
496	0.220352
497	0.220508
498	0.221199
499	0.222334
500	0.222622
501	0.222575
502	0.222694
503	0.222756
504	0.222536
505	0.222445
506	0.222521
507	0.223205
508	0.223566
509	0.223642
510	0.22448
511	0.225351
512	0.2259
513	0.226115
514	0.226147
515	0.226406
516	0.226632
517	0.226528
518	0.226638
519	0.227153
520	0.227644
521	0.227807
522	0.228304
523	0.229295
524	0.229863
525	0.230201
526	0.230545
527	0.23102
528	0.231379
529	0.231476
530	0.23154
531	0.23198
532	0.232476
533	0.232836
534	0.23343
535	0.233998
536	0.234783
537	0.235489
538	0.235745
539	0.235939
540	0.236746
541	0.237358
542	0.237588
543	0.237806
544	0.238316
545	0.239219
546	0.239685
547	0.239903
548	0.240295
549	0.240895
550	0.241637
551	0.241834
552	0.242292
553	0.242871
554	0.243802
555	0.244632
556	0.24493
557	0.2453
558	0.246112
559	0.247266
560	0.247921
561	0.248068
562	0.248405
563	0.248817
564	0.249474
565	0.250191
566	0.250221
567	0.250706
568	0.251801
569	0.252817
570	0.253872
571	0.254333
572	0.254668
573	0.255533
574	0.25649
575	0.257163
576	0.257394
577	0.257734
578	0.258083
579	0.258622
580	0.259388
581	0.260001
582	0.260309
583	0.260606
584	0.261958
585	0.263516
586	0.264144
587	0.26475
588	0.2655
589	0.2666
590	0.267587
591	0.268457
592	0.268466
593	0.268925
594	0.269327
595	0.269908
596	0.270487
597	0.270889
598	0.271214
599	0.271876
600	0.273008
601	0.27437
602	0.27572
603	0.276981
604	0.27764
605	0.278366
606	0.279639
607	0.28056
608	0.281348
609	0.281585
610	0.281523
611	0.281578
612	0.282485
613	0.283686
614	0.284299
615	0.284931
616	0.285211
617	0.285726
618	0.287093
619	0.288284
620	0.289556
621	0.290431
622	0.291148
623	0.292266
624	0.293294
625	0.294469
626	0.295273
627	0.295514
628	0.295565
629	0.295893
630	0.296745
631	0.297676
632	0.298409
633	0.29883
634	0.299012
635	0.299846
636	0.301407
637	0.302758
638	0.304187
639	0.305782
640	0.306339
641	0.306858
642	0.308086
643	0.309436
644	0.310497
645	0.311064
646	0.311109
647	0.311241
648	0.311984
649	0.312767
650	0.313415
651	0.313938
652	0.314554
653	0.314918
654	0.315266
655	0.316512
656	0.317977
657	0.319297
658	0.320572
659	0.321847
660	0.322544
661	0.323234
662	0.32428
663	0.32557
664	0.326466
665	0.327102
666	0.327714
667	0.327875
668	0.328016
669	0.328914
670	0.329605
671	0.330473
672	0.331058
673	0.331411
674	0.331926
675	0.331958
676	0.333308
677	0.33469
678	0.335904
679	0.337334
680	0.337991
681	0.338626
682	0.339201
683	0.340088
684	0.341233
685	0.342566
686	0.343551
687	0.343966
688	0.344241
689	0.344413
690	0.344755
691	0.345939
692	0.346994
693	0.347732
694	0.34863
695	0.349235
696	0.349078
697	0.350043
698	0.350947
699	0.352086
700	0.353332
701	0.354314
702	0.355431
703	0.355799
704	0.356535
705	0.357069
706	0.357809
707	0.358888
708	0.360518
709	0.361468
710	0.361402
711	0.361886
712	0.361816
713	0.362116
714	0.363061
715	0.364292
716	0.364767
717	0.366239
718	0.366458
719	0.36664
720	0.367108
721	0.367623
722	0.368848
723	0.369662
724	0.370475
725	0.370913
726	0.372384
727	0.372881
728	0.373413
729	0.373752
730	0.373882
731	0.374621
732	0.375238
733	0.375687
734	0.376811
735	0.377775
736	0.378061
737	0.378617
738	0.3793
739	0.379904
740	0.380986
741	0.382369
742	0.383754
743	0.384141
744	0.384335
745	0.384479
746	0.384888
747	0.385301
748	0.385794
749	0.387004
750	0.387993
751	0.388858
752	0.38926
753	0.389503
754	0.389633
755	0.390001
756	0.390866
757	0.391835
758	0.393447
759	0.394387
760	0.395583
761	0.39548
762	0.394704
763	0.393395
764	0.391896
765	0.392625
766	0.394971
767	0.398219
768	0.40024
769	0.401545
770	0.403421
771	0.403685
772	0.403703
773	0.403551
774	0.403124
775	0.403585
776	0.40431
777	0.405656
778	0.406371
779	0.40742
780	0.407239
781	0.407087
782	0.4075
783	0.407267
784	0.40755
785	0.408745
786	0.409914
787	0.410202
788	0.410776
789	0.411412
790	0.41183
791	0.412461
792	0.413547
793	0.414267
794	0.414764
795	0.415893
796	0.416894
797	0.417479
798	0.418107
799	0.419038
800	0.419705
801	0.419826
802	0.420006
803	0.420491
804	0.421238
805	0.421683
806	0.421785
807	0.423153
808	0.424173
809	0.424201
810	0.424058
811	0.423931
812	0.424499
813	0.424356
814	0.424659
815	0.425273
816	0.42608
817	0.426635
818	0.427273
819	0.427129
820	0.426393
821	0.422826
822	0.41883
823	0.417892
824	0.419882
825	0.422864
826	0.425571
827	0.42572
828	0.426583
829	0.429106
830	0.432925
831	0.435649
832	0.435613
833	0.433146
834	0.42987
835	0.429621
836	0.431635
837	0.434626
838	0.437023
839	0.437153
840	0.435569
841	0.43512
842	0.436318
843	0.438195
844	0.440658
845	0.441391
846	0.441985
847	0.442609
848	0.443065
849	0.44361
850	0.444553
851	0.445449
852	0.44686
853	0.44756
854	0.448174
855	0.448475
856	0.448175
857	0.448424
858	0.448743
859	0.449608
860	0.450124
861	0.450352
862	0.451354
863	0.452163
864	0.452513
865	0.451897
866	0.452495
867	0.451863
868	0.451171
869	0.450875
870	0.449409
871	0.450072
872	0.450185
873	0.450621
874	0.451408
875	0.451299
