Spectroscopic Data at 10.413 min.		
Wavelength (nm)	s-Intensity	
344	0.442667	
345	0.442078	
346	0.44181	
347	0.441651	
348	0.441403	
349	0.440791	
350	0.439949	
351	0.439398	
352	0.439088	
353	0.438867	
354	0.438672	
355	0.438085	
356	0.437279	
357	0.436781	
358	0.436172	
359	0.435779	
360	0.435679	
361	0.435304	
362	0.434909	
363	0.434393	
364	0.434122	
365	0.433905	
366	0.433487	
367	0.43297	
368	0.432362	
369	0.431874	
370	0.43129	
371	0.430424	
372	0.429909	
373	0.429445	
374	0.42873	
375	0.428333	
376	0.42746	
377	0.426875	
378	0.426464	
379	0.426069	
380	0.425609	
381	0.424844	
382	0.42424	
383	0.423515	
384	0.422494	
385	0.421565	
386	0.42085	
387	0.420306	
388	0.420055	
389	0.418877	
390	0.417321	
391	0.417059	
392	0.416922	
393	0.415445	
394	0.41469	
395	0.415239	
396	0.41422	
397	0.412644	
398	0.411605	
399	0.410893	
400	0.410232	
401	0.409512	
402	0.409097	
403	0.408553	
404	0.40761	
405	0.406612	
406	0.405846	
407	0.405144	
408	0.404413	
409	0.403862	
410	0.403156	
411	0.402271	
412	0.401516	
413	0.400623	
414	0.399653	
415	0.398688	
416	0.397897	
417	0.397358	
418	0.396799	
419	0.395984	
420	0.395244	
421	0.394128	
422	0.393269	
423	0.392541	
424	0.391565	
425	0.390702	
426	0.390136	
427	0.389119	
428	0.388231	
429	0.387658	
430	0.386784	
431	0.385594	
432	0.385034	
433	0.38413	
434	0.383275	
435	0.382611	
436	0.381854	
437	0.38089	
438	0.379923	
439	0.379425	
440	0.378539	
441	0.377611	
442	0.376692	
443	0.375768	
444	0.374949	
445	0.374311	
446	0.37335	
447	0.372732	
448	0.371921	
449	0.37093	
450	0.370096	
451	0.369189	
452	0.368565	
453	0.3677	
454	0.366789	
455	0.366012	
456	0.365239	
457	0.364661	
458	0.363974	
459	0.363076	
460	0.362072	
461	0.361293	
462	0.360186	
463	0.35912	
464	0.358422	
465	0.357728	
466	0.356829	
467	0.356285	
468	0.355919	
469	0.35526	
470	0.354327	
471	0.353139	
472	0.352131	
473	0.351297	
474	0.350567	
475	0.350152	
476	0.349325	
477	0.34885	
478	0.348379	
479	0.347591	
480	0.346656	
481	0.345766	
482	0.34474	
483	0.343799	
484	0.343032	
485	0.342251	
486	0.34184	
487	0.34132	
488	0.340656	
489	0.339808	
490	0.33886	
491	0.33808	
492	0.337335	
493	0.336409	
494	0.335675	
495	0.335026	
496	0.334316	
497	0.333501	
498	0.332961	
499	0.332656	
500	0.332116	
501	0.331472	
502	0.330647	
503	0.329753	
504	0.328872	
505	0.328092	
506	0.327383	
507	0.326565	
508	0.325805	
509	0.325367	
510	0.324898	
511	0.324422	
512	0.32381	
513	0.323066	
514	0.322239	
515	0.321726	
516	0.320993	
517	0.319895	
518	0.319326	
519	0.318709	
520	0.317969	
521	0.317407	
522	0.316963	
523	0.316373	
524	0.315796	
525	0.315209	
526	0.314467	
527	0.313917	
528	0.313483	
529	0.312506	
530	0.312197	
531	0.311743	
532	0.311217	
533	0.310745	
534	0.310094	
535	0.309564	
536	0.309233	
537	0.308651	
538	0.30786	
539	0.307398	
540	0.307043	
541	0.306653	
542	0.306238	
543	0.305801	
544	0.305357	
545	0.304838	
546	0.304144	
547	0.303569	
548	0.303174	
549	0.3027	
550	0.302339	
551	0.301553	
552	0.300961	
553	0.300789	
554	0.300652	
555	0.300216	
556	0.299993	
557	0.299836	
558	0.29948	
559	0.299278	
560	0.298873	
561	0.298206	
562	0.297857	
563	0.297432	
564	0.296749	
565	0.296203	
566	0.295986	
567	0.295862	
568	0.295853	
569	0.295859	
570	0.295717	
571	0.29543	
572	0.295243	
573	0.295398	
574	0.295292	
575	0.29473	
576	0.294246	
577	0.293817	
578	0.2938	
579	0.293426	
580	0.292773	
581	0.292648	
582	0.292353	
583	0.292278	
584	0.292632	
585	0.293051	
586	0.293181	
587	0.292943	
588	0.293151	
589	0.293403	
590	0.293389	
591	0.293109	
592	0.292531	
593	0.292289	
594	0.292261	
595	0.292146	
596	0.291898	
597	0.291768	
598	0.291826	
599	0.29199	
600	0.292292	
601	0.29307	
602	0.293458	
603	0.293398	
604	0.293648	
605	0.293986	
606	0.294156	
607	0.294363	
608	0.29412	
609	0.293993	
610	0.293587	
611	0.29343	
612	0.293644	
613	0.294048	
614	0.294039	
615	0.294375	
616	0.294905	
617	0.295667	
618	0.296369	
619	0.296968	
620	0.297458	
621	0.297386	
622	0.297522	
623	0.298197	
624	0.29824	
625	0.298098	
626	0.298127	
627	0.297835	
628	0.298156	
629	0.298192	
630	0.298391	
631	0.298911	
632	0.299053	
633	0.299267	
634	0.299619	
635	0.300409	
636	0.301248	
637	0.30212	
638	0.302382	
639	0.302756	
640	0.303285	
641	0.303805	
642	0.304556	
643	0.305065	
644	0.305511	
645	0.305818	
646	0.305781	
647	0.305427	
648	0.306171	
649	0.30648	
650	0.306922	
651	0.30736	
652	0.307529	
653	0.308114	
654	0.308985	
655	0.309631	
656	0.310529	
657	0.311628	
658	0.312367	
659	0.312812	
660	0.313186	
661	0.313908	
662	0.314827	
663	0.315429	
664	0.315723	
665	0.316391	
666	0.316718	
667	0.317057	
668	0.317393	
669	0.317942	
670	0.318916	
671	0.319625	
672	0.320046	
673	0.320478	
674	0.321273	
675	0.322213	
676	0.322782	
677	0.323405	
678	0.324359	
679	0.324979	
680	0.325737	
681	0.325931	
682	0.32622	
683	0.32743	
684	0.328334	
685	0.329292	
686	0.3299	
687	0.330219	
688	0.330942	
689	0.331493	
690	0.331968	
691	0.332896	
692	0.333662	
693	0.334511	
694	0.335384	
695	0.335903	
696	0.336321	
697	0.336855	
698	0.337797	
699	0.338684	
700	0.339368	
701	0.339999	
702	0.340586	
703	0.341085	
704	0.341711	
705	0.342257	
706	0.343309	
707	0.344621	
708	0.345117	
709	0.345732	
710	0.34658	
711	0.346933	
712	0.347895	
713	0.348851	
714	0.349624	
715	0.350355	
716	0.351179	
717	0.352415	
718	0.352619	
719	0.353076	
720	0.353486	
721	0.354092	
722	0.354783	
723	0.355423	
724	0.356146	
725	0.357351	
726	0.357884	
727	0.358315	
728	0.35894	
729	0.359372	
730	0.360263	
731	0.36182	
732	0.36273	
733	0.363385	
734	0.364667	
735	0.365263	
736	0.366332	
737	0.366674	
738	0.367433	
739	0.368354	
740	0.369475	
741	0.370225	
742	0.371144	
743	0.371359	
744	0.371914	
745	0.372492	
746	0.372596	
747	0.373213	
748	0.374086	
749	0.374516	
750	0.375261	
751	0.375924	
752	0.376502	
753	0.376982	
754	0.37744	
755	0.377839	
756	0.379063	
757	0.380314	
758	0.381016	
759	0.382223	
760	0.383313	
761	0.383983	
762	0.385064	
763	0.385364	
764	0.386282	
765	0.387653	
766	0.388682	
767	0.389382	
768	0.389744	
769	0.390701	
770	0.391465	
771	0.391896	
772	0.392013	
773	0.39214	
774	0.392655	
775	0.393182	
776	0.393519	
777	0.394301	
778	0.394914	
779	0.395154	
780	0.396099	
781	0.3969	
782	0.397446	
783	0.398227	
784	0.399006	
785	0.399934	
786	0.400759	
787	0.401776	
788	0.402932	
789	0.404313	
790	0.40486	
791	0.405614	
792	0.406656	
793	0.40762	
794	0.407913	
795	0.408806	
796	0.409521	
797	0.409841	
798	0.410421	
799	0.41085	
800	0.411823	
801	0.412327	
802	0.412076	
803	0.412129	
804	0.412748	
805	0.413155	
806	0.413458	
807	0.414227	
808	0.414965	
809	0.415511	
810	0.415828	
811	0.416362	
812	0.416698	
813	0.417592	
814	0.418147	
815	0.418797	
816	0.419939	
817	0.420948	
818	0.421757	
819	0.422404	
820	0.423153	
821	0.424162	
822	0.424747	
823	0.425813	
824	0.427183	
825	0.428443	
826	0.429059	
827	0.428944	
828	0.429518	
829	0.430375	
830	0.431134	
831	0.43106	
832	0.430728	
833	0.4308	
834	0.431634	
835	0.432682	
836	0.432842	
837	0.432411	
838	0.433133	
839	0.433653	
840	0.434072	
841	0.434698	
842	0.434914	
843	0.435864	
844	0.437292	
845	0.436568	
846	0.436624	
847	0.438229	
848	0.439918	
849	0.440257	
850	0.44117	
851	0.441738	
852	0.442404	
853	0.44376	
854	0.444138	
855	0.444374	
856	0.444697	
857	0.445614	
858	0.446657	
859	0.446246	
860	0.447008	
861	0.448054	
862	0.448554	
863	0.449459	
864	0.449752	
865	0.449406	
866	0.450092	
867	0.451341	
868	0.451485	
869	0.451323	
870	0.450617	
871	0.450836	
872	0.452421	
873	0.452737	
874	0.452842	
875	0.452894	
876	0.453495	
877	0.454627	
878	0.455312	
879	0.455176	
880	0.455592	
881	0.456938	
882	0.457808	
883	0.458759	
884	0.459614	
885	0.459972	
886	0.460321	
887	0.461074	
888	0.461781	
889	0.461852	
890	0.462097	
891	0.462885	
892	0.463655	
893	0.464405	
894	0.465046	
895	0.465339	
896	0.466019	
897	0.466725	
898	0.467322	
899	0.467826	
900	0.467626	
901	0.467538	
902	0.467619	
903	0.468339	
904	0.469357	
905	0.470146	
906	0.470535	
907	0.470507	
908	0.470508	
909	0.471051	
910	0.471362	
911	0.471632	
912	0.471632	
913	0.471845	
914	0.472511	
915	0.473903	
916	0.47475	
917	0.475336	
918	0.475196	
919	0.475181	
920	0.475672	
921	0.476788	
922	0.477408	
923	0.477853	
924	0.477288	
925	0.477492	
926	0.478601	
927	0.479586	
928	0.479796	
929	0.479965	
930	0.480102	
931	0.480587	
932	0.480914	
933	0.481533	
934	0.482622	
935	0.483479	
936	0.483228	
937	0.483665	
938	0.484067	
939	0.485095	
940	0.485332	
941	0.486079	
942	0.486358	
943	0.485963	
944	0.486437	
945	0.487327	
946	0.487469	
947	0.487805	
948	0.487919	
949	0.487817	
950	0.488784	
951	0.489433	
952	0.490424	
953	0.49051	
954	0.490775	
955	0.491219	
956	0.491284	
957	0.491402	
958	0.492008	
959	0.492211	
960	0.492573	
961	0.492542	
962	0.493388	
963	0.493435	
964	0.493764	
965	0.494646	
966	0.494886	
967	0.495542	
968	0.495655	
969	0.496454	
970	0.496405	
971	0.496511	
972	0.49678	
973	0.496723	
974	0.496914	
975	0.497694	
976	0.498114	
977	0.498727	
978	0.499343	
979	0.500002	
980	0.501427	
981	0.502126	
982	0.502518	
983	0.502312	
984	0.502535	
985	0.502562	
986	0.502162	
987	0.503489	
988	0.50345	
989	0.503784	
990	0.503801	
991	0.504154	
992	0.504839	
993	0.505857	
994	0.505927	
995	0.50683	
996	0.507372	
997	0.507735	
998	0.507864	
999	0.507744	
1000	0.50713	
1006	0.497285	
1012	0.498547	
1018	0.499925	
1024	0.501071	
1030	0.502862	
1036	0.504911	
1042	0.506992	
1048	0.509715	
1054	0.511912	
1060	0.513209	
1066	0.513621	
1072	0.512135	
1078	0.51239	
1084	0.516427	
1090	0.519816	
1096	0.521853	
1102	0.521938	
1108	0.524912	
1114	0.527665	
1120	0.528792	
1126	0.528843	
1132	0.529602	
1138	0.531041	
1144	0.533326	
1150	0.534705	
1156	0.537484	
1162	0.538949	
1168	0.540572	
1174	0.543021	
1180	0.544372	
1186	0.545362	
1192	0.545877	
1198	0.546601	
1204	0.547321	
1210	0.549352	
1216	0.550949	
1222	0.552898	
1228	0.554632	
1234	0.556446	
1240	0.556868	
1246	0.556926	
1252	0.556648	
1258	0.558074	
1264	0.559517	
1270	0.560855	
1276	0.562846	
1282	0.564079	
1288	0.565834	
1294	0.567419	
1300	0.568519	
1306	0.569665	
1312	0.57048	
1318	0.571107	
1324	0.571027	
1330	0.571694	
1336	0.571936	
1342	0.573478	
1348	0.573165	
1354	0.573486	
1360	0.575186	
1366	0.577295	
1372	0.580211	
1378	0.581772	
1384	0.58292	
1390	0.584001	
1396	0.583884	
1402	0.584627	
1408	0.584826	
1414	0.585196	
1420	0.586547	
1426	0.587303	
1432	0.588894	
1438	0.59074	
1444	0.590338	
1450	0.590838	
1456	0.590842	
1462	0.591277	
1468	0.592832	
1474	0.595706	
1480	0.596931	
1486	0.598531	
1492	0.599254	
1498	0.599642	
1504	0.600561	
1510	0.601117	
1516	0.601043	
1522	0.600983	
1528	0.60096	
1534	0.601616	
1540	0.603173	
1546	0.603807	
1552	0.605367	
1558	0.606417	
1564	0.606828	
1570	0.60704	
1576	0.607633	
1582	0.608698	
1588	0.609498	
1594	0.609226	
1600	0.610545	
1606	0.61122	
1612	0.611958	
1618	0.612281	
1624	0.613643	
1630	0.614881	
1636	0.615005	
1642	0.616416	
1648	0.615656	
1654	0.616493	
1660	0.617015	
1666	0.61734	
1672	0.618761	
1678	0.620011	
1684	0.620233	
1690	0.620531	
1696	0.620973	
1702	0.621145	
1708	0.621044	
1714	0.621955	
1720	0.622647	
1726	0.6232	
1732	0.623774	
1738	0.623947	
1744	0.625152	
1750	0.625893	
1756	0.62737	
1762	0.627863	
1768	0.628522	
1774	0.629548	
1780	0.630145	
1786	0.629964	
1792	0.630827	
1798	0.631002	
1804	0.632017	
1810	0.631293	
1816	0.632339	
1822	0.633305	
1828	0.632648	
1834	0.632763	
1840	0.63308	
1846	0.632149	
1852	0.631549	
1858	0.631997	
1864	0.633384	
1870	0.634196	
1876	0.634522	
1882	0.635697	
1888	0.636187	
1894	0.637541	
1900	0.637532	
1906	0.638064	
1912	0.638419	
1918	0.639253	
1924	0.640981	
1930	0.642563	
1936	0.642912	
1942	0.642678	
1948	0.644758	
1954	0.643688	
1960	0.643739	
1966	0.644528	
1972	0.64479	
1978	0.644925	
1984	0.645926	
1990	0.646502	
1996	0.647172	
2002	0.645953	
2008	0.645855	
2014	0.645997	
2020	0.645939	
2026	0.645559	
2032	0.645573	
2038	0.646334	
2044	0.646392	
2050	0.647539	
2056	0.64724	
2062	0.648404	
2068	0.649776	
2074	0.64969	
2080	0.649313	
2086	0.649339	
2092	0.650107	
2098	0.651577	
2104	0.651912	
2110	0.652151	
2116	0.653943	
2122	0.655421	
2128	0.656435	
2134	0.657521	
2140	0.656935	
2146	0.657384	
2152	0.657627	
2158	0.657036	
2164	0.657191	
2170	0.657074	
2176	0.657302	
2182	0.656929	
2188	0.657566	
2194	0.659324	
2200	0.658911	
2206	0.658766	
2212	0.658789	
2218	0.657931	
2224	0.657454	
2230	0.65755	
2236	0.658013	
2242	0.658165	
2248	0.65727	
2254	0.656759	
2260	0.657618	
2266	0.658032	
2272	0.658677	
2278	0.659485	
2284	0.6598	
2290	0.660355	
2296	0.662462	
2302	0.662096	
2308	0.659952	
2314	0.660297	
2320	0.66402	
2326	0.661337	
2332	0.660221	
2338	0.665255	
2344	0.66259	
2350	0.666421	
2356	0.667526	
2362	0.66762	
2368	0.668088	
2374	0.669204	
2380	0.667754	
2386	0.667053	
2392	0.668241	
2398	0.667936	
2404	0.668293	
2410	0.667478	
2416	0.666622	
2422	0.667906	
2428	0.669742	
2434	0.669745	
2440	0.67121	
2446	0.671573	
2452	0.67171	
2458	0.670901	
2464	0.670645	
2470	0.671668	
2476	0.668858	
2482	0.669335	
2488	0.670662	
2494	0.666904	
2500	0.66937	
