Spectroscopic Data at 7.711 min.	
Wavelength (nm)	s-Intensity
210	0.48871
211	0.48875
212	0.488443
213	0.48836
214	0.488256
215	0.487672
216	0.48747
217	0.48778
218	0.487249
219	0.48648
220	0.485744
221	0.486018
222	0.486044
223	0.486225
224	0.486821
225	0.486969
226	0.487671
227	0.488398
228	0.488856
229	0.489345
230	0.489316
231	0.489102
232	0.488858
233	0.488282
234	0.487553
235	0.48662
236	0.485661
237	0.484854
238	0.484637
239	0.484575
240	0.484271
241	0.483815
242	0.483661
243	0.483618
244	0.483796
245	0.483362
246	0.482515
247	0.482138
248	0.481631
249	0.481273
250	0.481257
251	0.481101
252	0.480497
253	0.479938
254	0.479875
255	0.47949
256	0.478718
257	0.478517
258	0.47862
259	0.478667
260	0.478737
261	0.478613
262	0.478282
263	0.478161
264	0.478156
265	0.477446
266	0.476838
267	0.476551
268	0.476059
269	0.475447
270	0.475104
271	0.474549
272	0.474117
273	0.473803
274	0.473518
275	0.472896
276	0.472143
277	0.471552
278	0.470751
279	0.469903
280	0.469423
281	0.469042
282	0.468505
283	0.467921
284	0.467307
285	0.466771
286	0.466244
287	0.465575
288	0.464901
289	0.464494
290	0.463852
291	0.462788
292	0.461858
293	0.461139
294	0.46033
295	0.459509
296	0.458657
297	0.457906
298	0.457244
299	0.456386
300	0.455766
301	0.455315
302	0.45476
303	0.454115
304	0.453362
305	0.452626
306	0.452143
307	0.451618
308	0.45084
309	0.450177
310	0.44973
311	0.449038
312	0.448336
313	0.447572
314	0.446999
315	0.446572
316	0.445987
317	0.445284
318	0.444621
319	0.444032
320	0.443477
321	0.442866
322	0.442391
323	0.441923
324	0.441268
325	0.440499
326	0.439951
327	0.439436
328	0.438916
329	0.438409
330	0.437878
331	0.437152
332	0.436564
333	0.435983
334	0.435118
335	0.434599
336	0.434437
337	0.434125
338	0.433324
339	0.432565
340	0.431876
341	0.431693
342	0.431329
343	0.430627
344	0.430057
345	0.429539
346	0.42895
347	0.428564
348	0.42809
349	0.427479
350	0.426762
351	0.426018
352	0.425545
353	0.425434
354	0.42505
355	0.42427
356	0.423497
357	0.422883
358	0.422517
359	0.422538
360	0.422532
361	0.421996
362	0.421284
363	0.420881
364	0.420529
365	0.420118
366	0.419904
367	0.419434
368	0.418794
369	0.418208
370	0.417762
371	0.417162
372	0.416605
373	0.416156
374	0.415663
375	0.415363
376	0.414669
377	0.414039
378	0.41368
379	0.413486
380	0.413116
381	0.412662
382	0.412341
383	0.411671
384	0.410939
385	0.410475
386	0.409951
387	0.409946
388	0.409855
389	0.407866
390	0.405781
391	0.40574
392	0.406944
393	0.407951
394	0.407687
395	0.406135
396	0.405467
397	0.404199
398	0.403398
399	0.402957
400	0.402468
401	0.402185
402	0.402001
403	0.402009
404	0.401316
405	0.400483
406	0.399901
407	0.399301
408	0.399097
409	0.398936
410	0.398713
411	0.398083
412	0.397466
413	0.396919
414	0.39615
415	0.395607
416	0.39506
417	0.395045
418	0.394942
419	0.394363
420	0.393905
421	0.393034
422	0.392058
423	0.391764
424	0.391283
425	0.390734
426	0.390909
427	0.390271
428	0.38973
429	0.389351
430	0.388593
431	0.387856
432	0.387353
433	0.386723
434	0.38669
435	0.386428
436	0.385602
437	0.385153
438	0.384681
439	0.384101
440	0.383667
441	0.382919
442	0.382362
443	0.382206
444	0.381477
445	0.380918
446	0.380443
447	0.37994
448	0.379669
449	0.379276
450	0.378913
451	0.378414
452	0.377751
453	0.376862
454	0.376326
455	0.376079
456	0.375635
457	0.375315
458	0.375198
459	0.37475
460	0.373725
461	0.373272
462	0.37266
463	0.371844
464	0.371588
465	0.371329
466	0.370719
467	0.370658
468	0.37097
469	0.370592
470	0.369364
471	0.368537
472	0.367625
473	0.36645
474	0.365897
475	0.365893
476	0.365276
477	0.365215
478	0.365508
479	0.365157
480	0.364475
481	0.363976
482	0.36305
483	0.362142
484	0.361383
485	0.360825
486	0.360641
487	0.360515
488	0.360612
489	0.360539
490	0.360102
491	0.359472
492	0.35905
493	0.358293
494	0.357114
495	0.35646
496	0.356067
497	0.355701
498	0.355444
499	0.35577
500	0.355987
501	0.355925
502	0.355501
503	0.354863
504	0.354349
505	0.353518
506	0.352613
507	0.352061
508	0.351679
509	0.351494
510	0.35158
511	0.351871
512	0.351976
513	0.351712
514	0.351209
515	0.350997
516	0.350557
517	0.349566
518	0.349028
519	0.348926
520	0.348629
521	0.348381
522	0.34823
523	0.348313
524	0.348612
525	0.348602
526	0.348158
527	0.347807
528	0.347826
529	0.347314
530	0.347123
531	0.346835
532	0.346645
533	0.346678
534	0.346295
535	0.345924
536	0.346186
537	0.346372
538	0.346095
539	0.345819
540	0.345762
541	0.345894
542	0.345934
543	0.345755
544	0.345597
545	0.345603
546	0.345834
547	0.345647
548	0.345296
549	0.345124
550	0.345264
551	0.345172
552	0.344801
553	0.344867
554	0.344869
555	0.344984
556	0.345451
557	0.345675
558	0.345771
559	0.345799
560	0.34598
561	0.346235
562	0.3459
563	0.345555
564	0.345435
565	0.345249
566	0.34528
567	0.345208
568	0.34504
569	0.345207
570	0.346111
571	0.346757
572	0.346936
573	0.347072
574	0.347436
575	0.348072
576	0.348382
577	0.348052
578	0.347865
579	0.347494
580	0.347154
581	0.347411
582	0.346985
583	0.346826
584	0.347389
585	0.348314
586	0.348818
587	0.349221
588	0.349814
589	0.350538
590	0.351124
591	0.351621
592	0.351608
593	0.351423
594	0.351045
595	0.350741
596	0.350807
597	0.350719
598	0.35054
599	0.350544
600	0.350547
601	0.35127
602	0.35255
603	0.353232
604	0.354135
605	0.35477
606	0.355085
607	0.355737
608	0.356161
609	0.356626
610	0.356307
611	0.355636
612	0.3553
613	0.35538
614	0.355407
615	0.355395
616	0.355464
617	0.355977
618	0.356749
619	0.358104
620	0.359425
621	0.360423
622	0.360941
623	0.36138
624	0.361623
625	0.361999
626	0.362632
627	0.362624
628	0.362494
629	0.3619
630	0.36163
631	0.361911
632	0.362022
633	0.361982
634	0.362157
635	0.362627
636	0.363071
637	0.364025
638	0.365049
639	0.365945
640	0.366902
641	0.367566
642	0.367895
643	0.368597
644	0.369246
645	0.36975
646	0.370129
647	0.369817
648	0.369712
649	0.369256
650	0.369347
651	0.369347
652	0.369724
653	0.370175
654	0.370635
655	0.370898
656	0.371433
657	0.37242
658	0.373372
659	0.374317
660	0.375349
661	0.376097
662	0.376577
663	0.376814
664	0.377474
665	0.378516
666	0.379012
667	0.379184
668	0.379212
669	0.37902
670	0.379167
671	0.379472
672	0.380119
673	0.380668
674	0.381246
675	0.381847
676	0.382152
677	0.382395
678	0.383053
679	0.384203
