Spectroscopic Data at 7.711 min.	
680	0.384955
681	0.385706
682	0.3861
683	0.386681
684	0.387115
685	0.387979
686	0.388463
687	0.389109
688	0.389638
689	0.390158
690	0.390391
691	0.39068
692	0.390883
693	0.391217
694	0.392228
695	0.392963
696	0.393118
697	0.393693
698	0.394418
699	0.39443
700	0.394425
701	0.395303
702	0.396195
703	0.396614
704	0.397201
705	0.397734
706	0.398512
707	0.39922
708	0.399325
709	0.40005
710	0.400911
711	0.401382
712	0.402164
713	0.403196
714	0.403797
715	0.404128
716	0.404369
717	0.405392
718	0.406234
719	0.406729
720	0.407082
721	0.407247
722	0.407634
723	0.408042
724	0.408035
725	0.40874
726	0.409403
727	0.409596
728	0.410288
729	0.410899
730	0.411463
731	0.412096
732	0.412805
733	0.41347
734	0.414022
735	0.4145
736	0.415441
737	0.416733
738	0.417482
739	0.417988
740	0.418742
741	0.419752
742	0.420504
743	0.420791
744	0.421771
745	0.422096
746	0.422013
747	0.422594
748	0.422993
749	0.422771
750	0.422924
751	0.423233
752	0.423494
753	0.423659
754	0.423741
755	0.423716
756	0.424641
757	0.425646
758	0.426045
759	0.426515
760	0.42735
761	0.428576
762	0.430283
763	0.432175
764	0.433942
765	0.434457
766	0.434841
767	0.434915
768	0.435039
769	0.435439
770	0.435971
771	0.436846
772	0.436692
773	0.436567
774	0.437467
775	0.438011
776	0.437848
777	0.437456
778	0.437434
779	0.437291
780	0.437316
781	0.437672
782	0.438199
783	0.438534
784	0.438908
785	0.439752
786	0.44085
787	0.44183
788	0.443187
789	0.444486
790	0.44538
791	0.446224
792	0.447058
793	0.448126
794	0.44914
795	0.449874
796	0.450744
797	0.451343
798	0.452071
799	0.452241
800	0.453122
801	0.453171
802	0.452921
803	0.452769
804	0.452598
805	0.452654
806	0.452862
807	0.452785
808	0.452327
809	0.451845
810	0.45206
811	0.452576
812	0.45224
813	0.452967
814	0.453229
815	0.454124
816	0.455276
817	0.456675
818	0.458232
819	0.459612
820	0.461156
821	0.46376
822	0.466515
823	0.468232
824	0.468237
825	0.467693
826	0.467822
827	0.468987
828	0.469743
829	0.469317
830	0.468472
831	0.467565
832	0.468027
833	0.469017
834	0.470438
835	0.47054
836	0.469244
837	0.468096
838	0.467263
839	0.467644
840	0.468895
841	0.469465
842	0.468055
843	0.467191
844	0.466731
845	0.466358
846	0.466418
847	0.467649
848	0.468656
849	0.469613
850	0.471191
851	0.471595
852	0.472599
853	0.473795
854	0.474883
855	0.475423
856	0.47618
857	0.476797
858	0.478041
859	0.478846
860	0.479661
861	0.480657
862	0.48152
863	0.482601
864	0.482952
865	0.482923
866	0.483278
867	0.48348
868	0.483589
869	0.483568
870	0.483185
871	0.482937
872	0.48334
873	0.483194
874	0.483358
875	0.483553
876	0.483986
877	0.48432
878	0.485396
879	0.486208
880	0.488208
881	0.490239
882	0.491108
883	0.490844
884	0.490109
885	0.489296
886	0.488729
887	0.488989
888	0.489532
889	0.490342
890	0.490966
891	0.492161
892	0.493522
893	0.49521
894	0.49748
895	0.498711
896	0.498472
897	0.497922
898	0.497571
899	0.497828
900	0.497691
901	0.498064
902	0.498908
903	0.500988
904	0.502544
905	0.502606
906	0.500714
907	0.498673
908	0.497064
909	0.496892
910	0.497234
911	0.498088
912	0.498918
913	0.500227
914	0.502132
915	0.504562
916	0.50549
917	0.505304
918	0.503594
919	0.501914
920	0.500729
921	0.501115
922	0.501573
923	0.501911
924	0.502271
925	0.50285
926	0.503771
927	0.504294
928	0.504967
929	0.505812
930	0.506519
931	0.507263
932	0.507547
933	0.507307
934	0.508787
935	0.509982
936	0.509962
937	0.510991
938	0.511349
939	0.512808
940	0.513414
941	0.514108
942	0.514765
943	0.514595
944	0.514807
945	0.515005
946	0.515173
947	0.515172
948	0.514738
949	0.514953
950	0.51479
951	0.514769
952	0.51562
953	0.51564
954	0.515771
955	0.516121
956	0.515611
957	0.515793
958	0.515569
959	0.515511
960	0.515828
961	0.515742
962	0.516547
963	0.515044
964	0.51567
965	0.516463
966	0.516274
967	0.517587
968	0.51816
969	0.518895
970	0.519477
971	0.520172
972	0.521049
973	0.521308
974	0.52136
975	0.521968
976	0.522235
977	0.523022
978	0.524006
979	0.525053
980	0.526302
981	0.525991
982	0.525288
983	0.52414
984	0.523666
985	0.524197
986	0.524448
987	0.525437
988	0.525982
989	0.527199
990	0.528693
991	0.529795
992	0.530369
993	0.531545
994	0.531052
995	0.530281
996	0.52929
997	0.528901
998	0.528193
999	0.527614
1000	0.52744
1006	0.547118
1012	0.544992
1018	0.545319
1024	0.544583
1030	0.544967
1036	0.544853
1042	0.546296
1048	0.550193
1054	0.553154
1060	0.554594
1066	0.552373
1072	0.547346
1078	0.546065
1084	0.549802
1090	0.554437
1096	0.557261
1102	0.55772
1108	0.56206
1114	0.565496
1120	0.567195
1126	0.564813
1132	0.561714
1138	0.560087
1144	0.560874
1150	0.561114
1156	0.565019
1162	0.567076
1168	0.570337
1174	0.574904
1180	0.577373
1186	0.577802
1192	0.575211
1198	0.572619
1204	0.570798
1210	0.572027
1216	0.573281
1222	0.576384
1228	0.579774
1234	0.583018
1240	0.582468
1246	0.581021
1252	0.578425
1258	0.578053
1264	0.578996
1270	0.578971
1276	0.581065
1282	0.58092
1288	0.583341
1294	0.585243
1300	0.587169
1306	0.589006
1312	0.5907
1318	0.591526
1324	0.590011
1330	0.589799
1336	0.587761
1342	0.587536
1348	0.585702
1354	0.584748
1360	0.58691
1366	0.590018
1372	0.593802
1378	0.596043
1384	0.597485
1390	0.59866
1396	0.597869
1402	0.597881
1408	0.596582
1414	0.596321
1420	0.597457
1426	0.597547
1432	0.598592
1438	0.599036
1444	0.596033
1450	0.595045
1456	0.594171
1462	0.593171
1468	0.59497
1474	0.600234
1480	0.602308
1486	0.605513
1492	0.606888
1498	0.606602
1504	0.606401
1510	0.605488
1516	0.603961
1522	0.603079
1528	0.602326
1534	0.601282
1540	0.602016
1546	0.602968
1552	0.60451
1558	0.605466
1564	0.605749
1570	0.605696
1576	0.605658
1582	0.605839
1588	0.605904
1594	0.604658
1600	0.605107
1606	0.606157
1612	0.607999
1618	0.608023
1624	0.608883
1630	0.6092
1636	0.607949
1642	0.60929
1648	0.607321
1654	0.609083
1660	0.609746
1666	0.609344
1672	0.610018
1678	0.610807
1684	0.610821
1690	0.611076
1696	0.611699
1702	0.611732
1708	0.610514
1714	0.61023
1720	0.60976
1726	0.609316
1732	0.609234
1738	0.609334
1744	0.610578
1750	0.611593
1756	0.612778
1762	0.613163
1768	0.61302
1774	0.613598
1780	0.61422
1786	0.613401
1792	0.615662
1798	0.616552
1804	0.61902
1810	0.617962
1816	0.618969
1822	0.619385
1828	0.617118
1834	0.616359
1840	0.617569
1846	0.616275
1852	0.616137
1858	0.616278
1864	0.616759
1870	0.616077
1876	0.614298
1882	0.613287
1888	0.613201
1894	0.615558
1900	0.614966
1906	0.61661
1912	0.617361
1918	0.618018
1924	0.618912
1930	0.619169
1936	0.619457
1942	0.617266
1948	0.62079
1954	0.620483
1960	0.621239
1966	0.623002
1972	0.623616
1978	0.623394
1984	0.62361
1990	0.621909
1996	0.62254
2002	0.619489
2008	0.618233
2014	0.618666
2020	0.618972
2026	0.618691
2032	0.618852
2038	0.619321
2044	0.617447
2050	0.617096
2056	0.616365
2062	0.615896
2068	0.615422
2074	0.614609
2080	0.614536
2086	0.615059
2092	0.616327
2098	0.618897
2104	0.620835
2110	0.622126
2116	0.62342
2122	0.6252
2128	0.625386
2134	0.625103
2140	0.624877
2146	0.625602
2152	0.626504
2158	0.627244
2164	0.628349
2170	0.629568
2176	0.630744
2182	0.629942
2188	0.630027
2194	0.630682
2200	0.628622
2206	0.628774
2212	0.626603
2218	0.624379
2224	0.623
2230	0.622384
2236	0.623122
2242	0.62367
2248	0.623162
2254	0.62315
2260	0.623304
2266	0.622328
2272	0.621227
2278	0.62069
2284	0.620086
2290	0.622124
2296	0.622698
2302	0.620902
2308	0.621109
2314	0.619894
2320	0.62335
2326	0.625532
2332	0.625011
2338	0.63059
2344	0.631527
2350	0.631299
2356	0.631549
2362	0.635323
2368	0.632366
2374	0.63363
2380	0.632388
2386	0.632047
2392	0.633636
2398	0.634065
2404	0.635948
2410	0.634244
2416	0.635072
2422	0.637599
2428	0.638522
2434	0.640044
2440	0.638218
2446	0.637877
2452	0.635711
2458	0.635663
2464	0.632696
2470	0.632745
2476	0.629136
2482	0.629671
2488	0.631235
2494	0.630039
2500	0.628634
