Spectroscopic Data at 6.022 min.	
Wavelength (nm)	Intensity
210	0.356346
211	0.354608
212	0.353549
213	0.352572
214	0.351538
215	0.350981
216	0.34944
217	0.347855
218	0.34739
219	0.346162
220	0.345051
221	0.344181
222	0.34349
223	0.342891
224	0.34253
225	0.342255
226	0.34175
227	0.341844
228	0.341591
229	0.341087
230	0.340354
231	0.339625
232	0.338795
233	0.337595
234	0.337016
235	0.335909
236	0.334347
237	0.33311
238	0.332049
239	0.330767
240	0.32982
241	0.329218
242	0.329027
243	0.328591
244	0.327808
245	0.327023
246	0.326128
247	0.325454
248	0.324808
249	0.323902
250	0.323076
251	0.322225
252	0.321445
253	0.321004
254	0.320592
255	0.319696
256	0.318895
257	0.31814
258	0.317689
259	0.317168
260	0.316484
261	0.315878
262	0.315431
263	0.31512
264	0.314956
265	0.314502
266	0.313824
267	0.313422
268	0.312863
269	0.312236
270	0.311716
271	0.311465
272	0.31083
273	0.310188
274	0.309868
275	0.309351
276	0.308645
277	0.308101
278	0.307639
279	0.306904
280	0.306459
281	0.306072
282	0.305578
283	0.30523
284	0.304741
285	0.304248
286	0.303743
287	0.303326
288	0.302892
289	0.30229
290	0.301841
291	0.301347
292	0.300715
293	0.300102
294	0.299451
295	0.299268
296	0.298993
297	0.298342
298	0.297844
299	0.297615
300	0.297336
301	0.296776
302	0.296283
303	0.296063
304	0.295888
305	0.295529
306	0.295022
307	0.294669
308	0.294534
309	0.294284
310	0.293992
311	0.293805
312	0.29355
313	0.293517
314	0.293287
315	0.293024
316	0.292955
317	0.293013
318	0.292825
319	0.292574
320	0.292632
321	0.292396
322	0.292144
323	0.292057
324	0.292154
325	0.292162
326	0.291942
327	0.291701
328	0.291519
329	0.291617
330	0.291815
331	0.291726
332	0.291585
333	0.291397
334	0.291483
335	0.291827
336	0.291711
337	0.291188
338	0.29124
339	0.291474
340	0.291613
341	0.291961
342	0.291688
343	0.291356
344	0.291436
345	0.291794
346	0.292014
347	0.29184
348	0.291603
349	0.291548
350	0.291653
351	0.291839
352	0.291686
353	0.29155
354	0.291563
355	0.291593
356	0.29182
357	0.291934
358	0.291668
359	0.291249
360	0.291183
361	0.291382
362	0.291924
363	0.292545
364	0.292636
365	0.292505
366	0.292514
367	0.292481
368	0.29257
369	0.292639
370	0.292674
371	0.292584
372	0.292475
373	0.292341
374	0.292349
375	0.292278
376	0.29248
377	0.292656
378	0.292867
379	0.292691
380	0.292152
381	0.29166
382	0.291548
383	0.291265
384	0.291104
385	0.291024
386	0.290905
387	0.290402
388	0.289719
389	0.291772
390	0.295083
391	0.294046
392	0.289085
393	0.286568
394	0.287018
395	0.288083
396	0.288538
397	0.288782
398	0.28882
399	0.288525
400	0.288517
401	0.28857
402	0.288442
403	0.287994
404	0.287465
405	0.287335
406	0.287137
407	0.286986
408	0.286977
409	0.287085
410	0.286897
411	0.286204
412	0.28597
413	0.285565
414	0.285148
415	0.285267
416	0.285151
417	0.285038
418	0.284764
419	0.28421
420	0.283857
421	0.28325
422	0.283313
423	0.283263
424	0.282982
425	0.283072
426	0.282811
427	0.282343
428	0.282275
429	0.281746
430	0.281335
431	0.281406
432	0.280947
433	0.280857
434	0.280544
435	0.280239
436	0.280089
437	0.279902
438	0.279599
439	0.279542
440	0.279337
441	0.278977
442	0.278868
443	0.278677
444	0.278286
445	0.278238
446	0.278067
447	0.277715
448	0.277984
449	0.277809
450	0.277199
451	0.276902
452	0.276411
453	0.276082
454	0.276331
455	0.276423
456	0.276035
457	0.276061
458	0.275897
459	0.275461
460	0.275445
461	0.275512
462	0.275041
463	0.274632
464	0.274751
465	0.274528
466	0.27442
467	0.274524
468	0.274236
469	0.273616
470	0.273817
471	0.273952
472	0.273891
473	0.27403
474	0.273809
475	0.27366
476	0.27408
477	0.274699
478	0.274953
479	0.274468
480	0.274152
481	0.274072
482	0.273542
483	0.273214
484	0.273629
485	0.274068
486	0.27398
487	0.27437
488	0.275085
489	0.275188
490	0.274774
491	0.274767
492	0.274983
493	0.27437
494	0.273863
495	0.274447
496	0.274967
497	0.275103
498	0.275324
499	0.275894
500	0.27622
501	0.275951
502	0.276154
503	0.276449
504	0.276297
505	0.276047
506	0.27616
507	0.276853
508	0.277204
509	0.277302
510	0.277766
511	0.278542
512	0.278764
513	0.278532
514	0.278476
515	0.278927
516	0.27941
517	0.278654
518	0.278818
519	0.279772
520	0.280205
521	0.28041
522	0.280516
523	0.281389
524	0.281791
525	0.281746
526	0.281696
527	0.282235
528	0.283101
529	0.282853
530	0.282611
531	0.283087
532	0.283784
533	0.284356
534	0.284495
535	0.284967
536	0.285666
537	0.286208
538	0.286185
539	0.286117
540	0.286927
541	0.287844
542	0.287836
543	0.287607
544	0.287952
545	0.289108
546	0.289613
547	0.28971
548	0.290104
549	0.290511
550	0.291665
551	0.291842
552	0.29167
553	0.292012
554	0.292886
555	0.293559
556	0.294097
557	0.294108
558	0.294666
559	0.295246
560	0.295932
561	0.296583
562	0.296653
563	0.297156
564	0.297834
565	0.298671
566	0.298984
567	0.299094
568	0.299543
569	0.300285
570	0.300869
571	0.301393
572	0.301752
573	0.302381
574	0.30335
575	0.304256
576	0.304706
577	0.304732
578	0.305068
579	0.305796
580	0.306536
581	0.307025
582	0.307573
583	0.307996
584	0.308529
585	0.309313
586	0.310058
587	0.310646
588	0.311326
589	0.312227
590	0.313299
591	0.314323
592	0.314319
593	0.3146
594	0.314981
595	0.3158
596	0.316638
597	0.317068
598	0.317528
599	0.317666
600	0.318524
601	0.319878
602	0.320802
603	0.321284
604	0.321648
605	0.322141
606	0.323043
607	0.324497
608	0.325097
609	0.325704
610	0.326033
611	0.326103
612	0.326889
613	0.328004
614	0.328581
615	0.329423
616	0.330112
617	0.3302
618	0.330832
619	0.331371
620	0.331948
621	0.332924
622	0.333542
623	0.334763
624	0.336128
625	0.33716
626	0.337671
627	0.338041
628	0.338432
629	0.338644
630	0.339464
631	0.340382
632	0.340685
633	0.341449
634	0.341974
635	0.342899
636	0.343852
637	0.345063
638	0.34599
639	0.347002
640	0.347835
641	0.34842
642	0.349
643	0.349781
644	0.350898
645	0.351468
646	0.351969
647	0.352256
648	0.352994
649	0.354111
650	0.354878
651	0.355357
652	0.355685
653	0.356056
654	0.356885
655	0.357429
656	0.35855
657	0.359912
658	0.360688
659	0.361333
660	0.362217
661	0.363223
662	0.36382
663	0.36506
664	0.365904
665	0.366448
666	0.366995
667	0.367386
668	0.367903
669	0.368335
670	0.369187
671	0.369963
672	0.370585
673	0.371049
674	0.371397
675	0.372018
676	0.372909
677	0.374297
678	0.375179
679	0.376255
680	0.377095
681	0.377703
682	0.37786
683	0.378462
684	0.379332
685	0.380457
686	0.381252
687	0.381667
688	0.382105
689	0.382453
690	0.383182
691	0.383851
692	0.384586
693	0.3854
694	0.386392
695	0.386852
696	0.387379
697	0.387916
698	0.389088
699	0.390333
700	0.391012
701	0.391965
702	0.392807
703	0.392812
704	0.393372
705	0.394507
706	0.395348
707	0.396307
708	0.396799
709	0.397258
710	0.398571
711	0.398637
712	0.398279
713	0.398858
714	0.399871
715	0.400757
716	0.401519
717	0.402419
718	0.402466
719	0.403158
720	0.404031
721	0.404555
722	0.404853
723	0.40621
724	0.407851
725	0.408246
726	0.408793
727	0.409768
728	0.41011
729	0.410439
730	0.410715
731	0.411035
732	0.411824
733	0.412828
734	0.413322
735	0.413691
736	0.41426
737	0.414453
738	0.415169
739	0.41601
740	0.417297
741	0.417881
742	0.41865
743	0.41923
744	0.419805
745	0.42038
746	0.420386
747	0.42152
748	0.422211
749	0.423416
750	0.42464
751	0.425357
752	0.425381
753	0.425364
754	0.425383
755	0.426252
756	0.42667
757	0.427831
758	0.429381
759	0.430229
760	0.430373
761	0.430354
762	0.430286
763	0.430549
764	0.42973
765	0.430024
766	0.431395
767	0.433127
768	0.434673
769	0.435551
770	0.436471
771	0.43707
772	0.437406
773	0.437311
774	0.437657
775	0.439013
776	0.43997
777	0.440274
778	0.441476
779	0.441763
780	0.442473
781	0.442937
782	0.44269
783	0.44246
784	0.44356
785	0.444139
786	0.444852
787	0.44569
788	0.446564
789	0.446416
790	0.446381
791	0.446374
792	0.447337
793	0.447804
794	0.448818
795	0.450098
796	0.450916
797	0.451624
798	0.451665
799	0.452369
800	0.453224
801	0.453339
802	0.453712
803	0.45411
804	0.455402
805	0.456388
806	0.456605
807	0.457403
808	0.458448
809	0.459266
810	0.459073
811	0.45872
812	0.458594
813	0.45849
814	0.459895
815	0.460543
816	0.460929
817	0.462704
818	0.463612
819	0.463966
820	0.463053
821	0.462193
