Spectroscopic Data at 8.898 min.		
Wavelength (nm)	s-Intensity	
412	0.471047	
413	0.47052	
414	0.469993	
415	0.469693	
416	0.46932	
417	0.468857	
418	0.468582	
419	0.468526	
420	0.468159	
421	0.46795	
422	0.467352	
423	0.466798	
424	0.46658	
425	0.466141	
426	0.465908	
427	0.465441	
428	0.465424	
429	0.46514	
430	0.464743	
431	0.464547	
432	0.464187	
433	0.464058	
434	0.463422	
435	0.462876	
436	0.462855	
437	0.462861	
438	0.462741	
439	0.462497	
440	0.462263	
441	0.462121	
442	0.461705	
443	0.461307	
444	0.460973	
445	0.460871	
446	0.460875	
447	0.460641	
448	0.460546	
449	0.460612	
450	0.46002	
451	0.459866	
452	0.459902	
453	0.45943	
454	0.459462	
455	0.459415	
456	0.459214	
457	0.459277	
458	0.459305	
459	0.458952	
460	0.458703	
461	0.458579	
462	0.458072	
463	0.457813	
464	0.458051	
465	0.458128	
466	0.457831	
467	0.457857	
468	0.458252	
469	0.458103	
470	0.457982	
471	0.458183	
472	0.457795	
473	0.457505	
474	0.457744	
475	0.457925	
476	0.457813	
477	0.457951	
478	0.458405	
479	0.458508	
480	0.458206	
481	0.458243	
482	0.458255	
483	0.457672	
484	0.457958	
485	0.458463	
486	0.458222	
487	0.458181	
488	0.458476	
489	0.458804	
490	0.45899	
491	0.458985	
492	0.459167	
493	0.4595	
494	0.459373	
495	0.459363	
496	0.459681	
497	0.459743	
498	0.459538	
499	0.459659	
500	0.46033	
501	0.460672	
502	0.46068	
503	0.460738	
504	0.461151	
505	0.461308	
506	0.461266	
507	0.461686	
508	0.461829	
509	0.461709	
510	0.461925	
511	0.462416	
512	0.462928	
513	0.462903	
514	0.46273	
515	0.463418	
516	0.464156	
517	0.464101	
518	0.464245	
519	0.464372	
520	0.464726	
521	0.464912	
522	0.46498	
523	0.46492	
524	0.4651	
525	0.465888	
526	0.466259	
527	0.466161	
528	0.467047	
529	0.46733	
530	0.466897	
531	0.467649	
532	0.468324	
533	0.468249	
534	0.468368	
535	0.468672	
536	0.468644	
537	0.468909	
538	0.46917	
539	0.469553	
540	0.469791	
541	0.47022	
542	0.470601	
543	0.47091	
544	0.471057	
545	0.471408	
546	0.471503	
547	0.471637	
548	0.471934	
549	0.472117	
550	0.472207	
551	0.472635	
552	0.473002	
553	0.47282	
554	0.473194	
555	0.473868	
556	0.474032	
557	0.47437	
558	0.474748	
559	0.474712	
560	0.475133	
561	0.475262	
562	0.475327	
563	0.475696	
564	0.47594	
565	0.475869	
566	0.476064	
567	0.476168	
568	0.476319	
569	0.476655	
570	0.47687	
571	0.477137	
572	0.47766	
573	0.477586	
574	0.477538	
575	0.478135	
576	0.478607	
577	0.478268	
578	0.478637	
579	0.47876	
580	0.478695	
581	0.478722	
582	0.47913	
583	0.479468	
584	0.479097	
585	0.479551	
586	0.479885	
587	0.479866	
588	0.47999	
589	0.480055	
590	0.480452	
591	0.480411	
592	0.480466	
593	0.480509	
594	0.480805	
595	0.481266	
596	0.481412	
597	0.480987	
598	0.481304	
599	0.481262	
600	0.481305	
601	0.481594	
602	0.481777	
603	0.481615	
604	0.481644	
605	0.482013	
606	0.482463	
607	0.482583	
608	0.482424	
609	0.482396	
610	0.482486	
611	0.483018	
612	0.483312	
613	0.483246	
614	0.483136	
615	0.482845	
616	0.482866	
617	0.483293	
618	0.483395	
619	0.483634	
620	0.483696	
621	0.483652	
622	0.483565	
623	0.484165	
624	0.484491	
625	0.484645	
626	0.484623	
627	0.484454	
628	0.484625	
629	0.484517	
630	0.484927	
631	0.48514	
632	0.485398	
633	0.485215	
634	0.484929	
635	0.485075	
636	0.485667	
637	0.485947	
638	0.486021	
639	0.485891	
640	0.485551	
641	0.485351	
642	0.486155	
643	0.486717	
644	0.486976	
645	0.486719	
646	0.486896	
647	0.487406	
648	0.48745	
649	0.487632	
650	0.48829	
651	0.488619	
652	0.488368	
653	0.487878	
654	0.488197	
655	0.488283	
656	0.488859	
657	0.489433	
658	0.48948	
659	0.489277	
660	0.489235	
661	0.48915	
662	0.489037	
663	0.489617	
664	0.490496	
665	0.490457	
666	0.490376	
667	0.490427	
668	0.490797	
669	0.491336	
670	0.49195	
671	0.492109	
672	0.492529	
673	0.492511	
674	0.492157	
675	0.492074	
676	0.492509	
677	0.492883	
678	0.493353	
679	0.493717	
680	0.493897	
681	0.493922	
682	0.493683	
683	0.494008	
684	0.494555	
685	0.495465	
686	0.496031	
687	0.496142	
688	0.496163	
689	0.495922	
690	0.496076	
691	0.496706	
692	0.496929	
693	0.497972	
694	0.498897	
695	0.49859	
696	0.498001	
697	0.49811	
698	0.498231	
699	0.498817	
700	0.49965	
701	0.500167	
702	0.500542	
703	0.50115	
704	0.500999	
705	0.500867	
706	0.500974	
707	0.50174	
708	0.502404	
709	0.502893	
710	0.503829	
711	0.503838	
712	0.50356	
713	0.503603	
714	0.503878	
715	0.50485	
716	0.50561	
717	0.506053	
718	0.50653	
719	0.506294	
720	0.50628	
721	0.506317	
722	0.506676	
723	0.506953	
724	0.507957	
725	0.508703	
726	0.509326	
727	0.509148	
728	0.509149	
729	0.509707	
730	0.510023	
731	0.509896	
732	0.510088	
733	0.511349	
734	0.512589	
735	0.513556	
736	0.513249	
737	0.512955	
738	0.513306	
739	0.513617	
740	0.514277	
741	0.514524	
742	0.515317	
743	0.516236	
744	0.516672	
745	0.516602	
746	0.516192	
747	0.516184	
748	0.517037	
749	0.517425	
750	0.518145	
751	0.519373	
752	0.519625	
753	0.519823	
754	0.519827	
755	0.52037	
756	0.520815	
757	0.521187	
758	0.52139	
759	0.522558	
760	0.52383	
761	0.524089	
762	0.523941	
763	0.523785	
764	0.523599	
765	0.524067	
766	0.524817	
767	0.525768	
768	0.526522	
769	0.527223	
770	0.527888	
771	0.528071	
772	0.527682	
773	0.528124	
774	0.527971	
775	0.528209	
776	0.528841	
777	0.529443	
778	0.530639	
779	0.531075	
780	0.531648	
781	0.532333	
782	0.53273	
783	0.532698	
784	0.533225	
785	0.533741	
786	0.534301	
787	0.534545	
788	0.535223	
789	0.536409	
790	0.536623	
791	0.537153	
792	0.537715	
793	0.537657	
794	0.537701	
795	0.537703	
796	0.538138	
797	0.538474	
798	0.539066	
799	0.539888	
800	0.540592	
801	0.54054	
802	0.540804	
803	0.540701	
804	0.541344	
805	0.541192	
806	0.541312	
807	0.542323	
808	0.543598	
809	0.544102	
810	0.544776	
811	0.545128	
812	0.545203	
813	0.545902	
814	0.545992	
815	0.546228	
816	0.546739	
817	0.547358	
818	0.547393	
819	0.547669	
820	0.548183	
821	0.547747	
822	0.54727	
823	0.547422	
824	0.548958	
825	0.550009	
826	0.550318	
827	0.549935	
828	0.550204	
829	0.551653	
830	0.553299	
831	0.554161	
832	0.553758	
833	0.553087	
834	0.552847	
835	0.553375	
836	0.55379	
837	0.554439	
838	0.555482	
839	0.555841	
840	0.555678	
841	0.556398	
842	0.557964	
843	0.558652	
844	0.559731	
845	0.559854	
846	0.560034	
847	0.560125	
848	0.560336	
849	0.561121	
850	0.56136	
851	0.561922	
852	0.562607	
853	0.56363	
854	0.564081	
855	0.563628	
856	0.564508	
857	0.564432	
858	0.56421	
859	0.564069	
860	0.564384	
861	0.565165	
862	0.565803	
863	0.566055	
864	0.566344	
865	0.566956	
866	0.567191	
867	0.567657	
868	0.567214	
869	0.566818	
870	0.566893	
871	0.567232	
872	0.567648	
873	0.568495	
874	0.568421	
875	0.568801	
876	0.570117	
877	0.570506	
878	0.570656	
879	0.57048	
880	0.569486	
881	0.569752	
882	0.570135	
883	0.570796	
884	0.571651	
885	0.572526	
886	0.573794	
887	0.574839	
888	0.575677	
889	0.575948	
890	0.575884	
891	0.576033	
892	0.576312	
893	0.575912	
894	0.574735	
895	0.574668	
896	0.575342	
897	0.57665	
898	0.577574	
899	0.578227	
900	0.578421	
901	0.578579	
902	0.578323	
903	0.578146	
904	0.578072	
905	0.578836	
906	0.580114	
907	0.580881	
908	0.581	
909	0.581429	
910	0.58173	
911	0.581405	
912	0.581227	
913	0.58111	
914	0.581304	
915	0.58118	
916	0.581755	
917	0.582771	
918	0.583604	
919	0.584324	
920	0.585105	
921	0.585411	
922	0.585597	
923	0.585507	
924	0.585506	
925	0.585663	
926	0.586645	
927	0.587741	
928	0.588022	
929	0.588193	
930	0.588588	
931	0.588723	
932	0.58895	
933	0.589193	
934	0.588979	
935	0.588833	
936	0.58795	
937	0.588106	
938	0.588498	
939	0.588779	
940	0.589438	
941	0.590212	
942	0.590193	
943	0.591164	
944	0.592014	
945	0.592332	
946	0.592534	
947	0.591719	
948	0.592191	
949	0.591801	
950	0.592129	
951	0.592511	
952	0.592993	
953	0.593039	
954	0.593365	
955	0.59363	
956	0.594188	
957	0.595448	
958	0.596212	
959	0.596461	
960	0.596793	
961	0.596741	
962	0.596581	
963	0.597158	
964	0.597054	
965	0.595953	
966	0.596618	
967	0.596426	
968	0.597206	
969	0.597337	
970	0.597889	
971	0.597945	
972	0.598137	
973	0.598827	
974	0.5994	
975	0.599316	
976	0.599229	
977	0.599289	
978	0.598968	
979	0.598735	
980	0.598731	
981	0.599628	
982	0.6006	
983	0.601831	
984	0.60271	
985	0.602749	
986	0.603107	
987	0.603103	
988	0.60301	
989	0.603231	
990	0.602769	
991	0.602817	
992	0.602603	
993	0.602557	
994	0.603342	
995	0.604431	
996	0.605479	
997	0.605995	
998	0.60636	
999	0.60636	
1000	0.606137	
1006	0.597883	
1012	0.598157	
1018	0.599872	
1024	0.60097	
1030	0.60232	
1036	0.604132	
1042	0.606478	
1048	0.607811	
1054	0.608926	
1060	0.60927	
1066	0.609178	
1072	0.608481	
1078	0.610074	
1084	0.611796	
1090	0.614475	
1096	0.615557	
1102	0.615559	
1108	0.616313	
1114	0.617074	
1120	0.617858	
1126	0.617302	
1132	0.618071	
1138	0.61933	
1144	0.62155	
1150	0.62298	
1156	0.625301	
1162	0.625416	
1168	0.624992	
1174	0.625699	
1180	0.625406	
1186	0.625883	
1192	0.625637	
1198	0.626274	
1204	0.626785	
1210	0.629067	
1216	0.630347	
1222	0.631476	
1228	0.632428	
1234	0.633856	
1240	0.633173	
1246	0.632801	
1252	0.632262	
1258	0.632131	
1264	0.633072	
1270	0.633072	
1276	0.634742	
1282	0.635432	
1288	0.636889	
1294	0.637608	
1300	0.638227	
1306	0.638312	
1312	0.639093	
1318	0.639757	
1324	0.638089	
1330	0.638485	
1336	0.637842	
1342	0.639701	
1348	0.63896	
1354	0.638671	
1360	0.639808	
1366	0.640521	
1372	0.642334	
1378	0.643714	
1384	0.643349	
1390	0.643644	
1396	0.643538	
1402	0.644988	
1408	0.643611	
1414	0.642391	
1420	0.642591	
1426	0.642318	
1432	0.643536	
1438	0.645211	
1444	0.644341	
1450	0.644555	
1456	0.644626	
1462	0.643654	
1468	0.644641	
1474	0.64779	
1480	0.646509	
1486	0.646738	
1492	0.646834	
1498	0.646751	
1504	0.647294	
1510	0.648148	
1516	0.648383	
1522	0.647709	
1528	0.646687	
1534	0.646384	
1540	0.647951	
1546	0.648625	
1552	0.649019	
1558	0.648724	
1564	0.648419	
1570	0.648208	
1576	0.648615	
1582	0.649816	
1588	0.650763	
1594	0.650572	
1600	0.649568	
1606	0.648592	
1612	0.649306	
1618	0.649747	
1624	0.651512	
1630	0.652843	
1636	0.652487	
1642	0.653736	
1648	0.650466	
1654	0.652309	
1660	0.651673	
1666	0.651683	
1672	0.652741	
1678	0.65322	
1684	0.652428	
1690	0.65152	
1696	0.651095	
1702	0.65103	
1708	0.650551	
1714	0.65226	
1720	0.653182	
1726	0.653343	
1732	0.653369	
1738	0.65252	
1744	0.652091	
1750	0.651952	
1756	0.653605	
1762	0.655484	
1768	0.656755	
1774	0.657775	
1780	0.657951	
1786	0.656196	
1792	0.655434	
1798	0.654576	
1804	0.656983	
1810	0.656367	
1816	0.658033	
1822	0.659271	
1828	0.65779	
1834	0.656957	
1840	0.655073	
1846	0.654034	
1852	0.652555	
1858	0.653092	
1864	0.65468	
1870	0.656059	
1876	0.656925	
1882	0.657579	
1888	0.657338	
1894	0.657556	
1900	0.655534	
1906	0.65609	
1912	0.656049	
1918	0.657009	
1924	0.659675	
1930	0.662212	
1936	0.663985	
1942	0.66444	
1948	0.664846	
1954	0.662654	
1960	0.661122	
1966	0.65992	
1972	0.658822	
1978	0.658955	
1984	0.660883	
1990	0.661779	
1996	0.664069	
2002	0.663607	
2008	0.661833	
2014	0.660245	
2020	0.658228	
2026	0.6566	
2032	0.656028	
2038	0.655991	
2044	0.6566	
2050	0.659534	
2056	0.66049	
2062	0.661501	
2068	0.662568	
2074	0.663145	
2080	0.662312	
2086	0.661085	
2092	0.660424	
2098	0.66008	
2104	0.660574	
2110	0.661495	
2116	0.663103	
2122	0.667117	
2128	0.669992	
2134	0.671629	
2140	0.672685	
2146	0.670974	
2152	0.669251	
2158	0.667625	
2164	0.665246	
2170	0.665695	
2176	0.664912	
2182	0.665384	
2188	0.666072	
2194	0.668096	
2200	0.668594	
2206	0.671573	
2212	0.671626	
2218	0.669579	
2224	0.668527	
2230	0.667527	
2236	0.665461	
2242	0.663548	
2248	0.662018	
2254	0.661195	
2260	0.662727	
2266	0.664638	
2272	0.665337	
2278	0.666868	
2284	0.670254	
2290	0.671046	
2296	0.67301	
2302	0.670269	
2308	0.670279	
2314	0.668128	
2320	0.667043	
2326	0.668297	
2332	0.666404	
2338	0.667781	
2344	0.669583	
2350	0.670608	
2356	0.673076	
2362	0.679131	
2368	0.680854	
2374	0.681745	
2380	0.681435	
2386	0.680828	
2392	0.679862	
2398	0.677669	
2404	0.672819	
2410	0.673459	
2416	0.672217	
2422	0.671301	
2428	0.672983	
2434	0.677415	
2440	0.678738	
2446	0.68106	
2452	0.679786	
2458	0.683119	
2464	0.682347	
2470	0.681701	
2476	0.677742	
2482	0.67522	
2488	0.672429	
2494	0.671225	
2500	0.669565	
