wvl ( nm)	e1	e2
1483,94586	-8,782561	37,263302
1484,192749	-8,781284	37,27293
1484,796996	-8,778143	37,296551
1485,647329	-8,773691	37,329842
1486,498636	-8,769208	37,363152
1487,35092	-8,764693	37,396496
1487,643561	-8,763144	37,407887
1488,205968	-8,760143	37,429886
1489,060211	-8,755562	37,463295
1489,915435	-8,750948	37,496742
1490,773435	-8,7463	37,53022
1491,094319	-8,744552	37,542763
1491,630629	-8,74162	37,563732
1492,488809	-8,736906	37,597275
1493,349776	-8,732159	37,630856
1494,209936	-8,727379	37,664459
1494,544911	-8,725508	37,677559
1495,071088	-8,722566	37,698097
1495,935038	-8,717717	37,731781
1496,79818	-8,712836	37,76548
1497,662318	-8,707922	37,799217
1497,997033	-8,706014	37,812267
1498,529266	-8,702973	37,832993
1499,395405	-8,697991	37,866795
1500,262546	-8,692974	37,900631
1501,132508	-8,687923	37,934502
1501,448777	-8,686069	37,946888
1502,001659	-8,682838	37,968403
1502,871818	-8,677718	38,002342
1503,742986	-8,672565	38,036304
1504,61699	-8,667377	38,070305
1504,901854	-8,665674	38,081417
1505,490183	-8,662154	38,10434
1506,36439	-8,656897	38,138401
1507,241444	-8,651605	38,172497
1508,117687	-8,646276	38,206631
1508,354337	-8,644831	38,215855
1508,994949	-8,640914	38,240791
1509,87507	-8,635517	38,274982
1510,754378	-8,630083	38,309216
1511,634711	-8,624616	38,343475
1511,807952	-8,623538	38,350201
1512,51607	-8,619112	38,377762
1513,400305	-8,613572	38,412094
1514,283725	-8,607998	38,446449
1515,168178	-8,602387	38,480835
1515,262605	-8,601796	38,484447
1516,055517	-8,59674	38,515266
1516,942041	-8,591058	38,549717
1517,829602	-8,58534	38,584206
1518,716342	-8,579607	38,618595
1518,720062	-8,579583	38,618732
1519,609705	-8,573792	38,653286
1520,500392	-8,567964	38,687878
1521,39399	-8,5621	38,722492
1522,17091	-8,556969	38,752636
1522,286769	-8,5562	38,757141
1523,180598	-8,550263	38,791824
1524,077349	-8,544288	38,826546
1524,973282	-8,538276	38,861294
1525,626214	-8,533882	38,886581
1525,870269	-8,532226	38,896084
1526,770192	-8,52614	38,930897
1527,669294	-8,520018	38,965744
1528,569456	-8,513856	39,000629
1529,080271	-8,510348	39,020412
1529,47068	-8,507658	39,035542
1530,374855	-8,501423	39,070484
1531,27821	-8,495148	39,105469
1532,182631	-8,488836	39,14048
1532,536744	-8,486365	39,154137
1533,090017	-8,482487	39,175518
1533,996581	-8,476097	39,210606
1534,904217	-8,469671	39,245708
1535,81483	-8,463206	39,280853
1535,991755	-8,461934	39,28775
1536,72462	-8,456702	39,316036
1537,635489	-8,45016	39,351238
1538,549346	-8,443578	39,386486
1539,449001	-8,437055	39,421249
1539,46238	-8,436958	39,421761
1540,376498	-8,4303	39,457066
1541,291702	-8,423602	39,492401
1542,209912	-8,416863	39,527779
1542,906487	-8,411726	39,554634
1543,127297	-8,410087	39,563179
1544,045773	-8,403269	39,598625
1544,967269	-8,396413	39,634094
1545,887938	-8,389517	39,669594
1546,364111	-8,385946	39,687904
1546,809705	-8,382581	39,705128
1547,734504	-8,375603	39,740704
1548,658475	-8,368586	39,776306
1549,583549	-8,361527	39,811947
1549,819833	-8,359718	39,821053
1550,511669	-8,354429	39,847614
1551,43896	-8,347291	39,883312
1552,36736	-8,340111	39,919048
1553,279361	-8,333038	39,954082
1553,298818	-8,332891	39,954815
1554,229447	-8,325629	39,990612
1555,161191	-8,318325	40,026451
1556,094053	-8,310981	40,062313
1556,736778	-8,305908	40,086987
1557,02999	-8,303594	40,098217
1557,965097	-8,296166	40,134148
1558,901327	-8,288696	40,170109
1559,840645	-8,281185	40,2061
1560,19588	-8,278324	40,219769
1560,779131	-8,27363	40,242138
1561,718747	-8,266034	40,278198
1562,661465	-8,258393	40,314304
1563,603349	-8,250711	40,350426
1563,654614	-8,250286	40,352425
1564,54637	-8,242988	40,386585
1565,492505	-8,23522	40,422779
1566,437807	-8,227408	40,459011
1567,114853	-8,221794	40,484951
1567,384251	-8,219555	40,49527
1568,333822	-8,211656	40,53157
1569,282559	-8,203714	40,567894
1570,232445	-8,19573	40,604248
1570,574526	-8,192844	40,617348
1571,185472	-8,187699	40,640652
1572,137663	-8,179626	40,677074
1573,09101	-8,171509	40,713531
1574,035522	-8,163438	40,749611
1574,045513	-8,163344	40,750027
1575,003175	-8,155138	40,786549
1575,960001	-8,146884	40,823112
1576,91799	-8,138587	40,859703
1577,495751	-8,133571	40,881741
1577,879152	-8,130245	40,896324
1578,839477	-8,121858	40,932976
1579,800971	-8,113422	40,969673
1580,765651	-8,104943	41,006393
1580,957117	-8,103242	41,013741
1581,729494	-8,096416	41,043156
1582,694512	-8,087845	41,079941
1583,660708	-8,079226	41,11676
1584,419534	-8,072451	41,145596
1584,63011	-8,070562	41,15361
1585,598672	-8,061849	41,190506
1586,568419	-8,05309	41,227425
1587,541385	-8,044282	41,264385
1587,880883	-8,041191	41,277317
1588,51351	-8,035429	41,301373
1589,486826	-8,026528	41,338387
1590,463376	-8,017579	41,375439
1591,343094	-8,009463	41,408901
1591,439084	-8,00858	41,412529
1592,41599	-7,999535	41,449646
1593,396144	-7,990439	41,486805
1594,375455	-7,981296	41,523991
1594,806077	-7,977263	41,54034
1595,35597	-7,972102	41,561218
1596,339747	-7,962861	41,598465
1597,322681	-7,95357	41,635746
1598,269744	-7,944589	41,671635
1598,306826	-7,94423	41,673061
1599,294247	-7,934837	41,710423
1600,280823	-7,925396	41,747803
1601,268618	-7,915904	41,785229
1601,731937	-7,911435	41,802788
1602,257633	-7,906362	41,822674
1603,249943	-7,896769	41,860157
1604,241407	-7,887125	41,897675
1605,196695	-7,877799	41,933796
1605,234099	-7,877427	41,93523
1606,2301	-7,86768	41,972809
1607,225255	-7,857878	42,010433
1608,221644	-7,848026	42,04808
1608,661866	-7,843676	42,064655
1609,221357	-7,838122	42,085762
1610,220224	-7,828165	42,123474
1611,22033	-7,818152	42,161232
1612,125262	-7,809062	42,195366
1612,22168	-7,808088	42,199013
1613,226375	-7,797967	42,236835
1614,23022	-7,787796	42,274685
1615,23742	-7,777568	42,312569
1615,590974	-7,773952	42,325928
1616,243771	-7,76729	42,350471
1617,251377	-7,756951	42,388432
1618,26024	-7,746561	42,426411
1619,056821	-7,738341	42,456333
1619,272477	-7,736111	42,464436
1620,283863	-7,725608	42,50248
1621,296514	-7,715047	42,540569
1622,312554	-7,704432	42,578678
1622,522709	-7,702222	42,58659
1623,327743	-7,693758	42,616829
1624,344204	-7,683029	42,655006
1625,364068	-7,672238	42,693226
1625,988542	-7,665589	42,716694
1626,383081	-7,661392	42,731476
1627,403373	-7,650486	42,76976
1628,427084	-7,639522	42,808075
1629,449942	-7,6285	42,84642
1629,456366	-7,628436	42,846645
1630,474087	-7,617418	42,8848
1631,499519	-7,606273	42,923222
1632,528392	-7,59507	42,96167
1632,921811	-7,590754	42,976437
1633,55641	-7,583805	43,000156
1634,585725	-7,57248	43,038666
1635,618495	-7,561091	43,077221
1636,38907	-7,552535	43,106071
1636,65041	-7,549645	43,115791
1637,683629	-7,538131	43,154415
1638,720318	-7,526557	43,193058
1639,756152	-7,514916	43,231747
1639,858073	-7,513771	43,235546
1640,793297	-7,503214	43,270458
1641,833928	-7,491443	43,309219
1642,873704	-7,479613	43,347996
1643,32657	-7,474448	43,364864
1643,914797	-7,467714	43,38681
1644,957211	-7,455751	43,425655
1646,003133	-7,443719	43,464542
1646,794461	-7,434561	43,494019
1647,048197	-7,431621	43,503456
1648,09678	-7,419453	43,542416
1649,144506	-7,40722	43,58139
1650,193565	-7,394918	43,620403
1650,263843	-7,394093	43,623016
1651,243959	-7,382547	43,659447
1652,297893	-7,3701	43,698544
1653,350969	-7,357589	43,737652
1653,732434	-7,353034	43,751842
1654,405388	-7,345001	43,776806
1655,463363	-7,332344	43,81599
1656,520479	-7,31961	43,855217
1657,202348	-7,311365	43,880512
1657,578946	-7,30681	43,894451
1658,640984	-7,293929	43,933746
1659,702164	-7,280977	43,973057
1660,67351	-7,269074	44,009014
1660,764702	-7,267944	44,012417
1661,828601	-7,254839	44,051796
1662,896094	-7,241655	44,091217
1663,962727	-7,228392	44,130669
1664,14361	-7,226139	44,137352
1665,030729	-7,215053	44,170151
1666,102342	-7,201632	44,209663
1667,173093	-7,188127	44,249222
1667,614786	-7,182543	44,265518
1668,245221	-7,174544	44,288803
1669,320977	-7,160874	44,328426
1670,39587	-7,147122	44,36808
1671,086961	-7,138259	44,393524
1671,472149	-7,133287	44,407757
1672,552072	-7,119364	44,447475
1673,631132	-7,105352	44,487232
1674,557795	-7,093265	44,521355
1674,711585	-7,091253	44,527016
1675,795699	-7,07706	44,566845
1676,87895	-7,062782	44,606693
1677,963602	-7,048408	44,64658
1678,029452	-7,047526	44,649021
1679,049658	-7,033941	44,686501
1680,139397	-7,019377	44,72646
1681,228273	-7,004718	44,766441
1681,501852	-7,001011	44,776516
1682,318561	-6,989957	44,806469
1683,412549	-6,975098	44,846523
1684,505672	-6,960135	44,886616
1684,974916	-6,953681	44,903835
1685,600216	-6,945071	44,926735
1686,698478	-6,9299	44,966892
1687,795875	-6,914621	45,007076
1688,448561	-6,905485	45,030987
1688,8947	-6,89923	45,047302
1689,997261	-6,883726	45,087559
1691,098955	-6,868105	45,127857
1691,922706	-6,856367	45,157959
1692,202087	-6,85237	45,168175
1693,308972	-6,836511	45,20853
1694,41499	-6,820529	45,24892
1695,39727	-6,806248	45,284763
1695,522453	-6,804414	45,289352
1696,631366	-6,788173	45,3298
1697,744054	-6,771787	45,370304
1698,855875	-6,75526	45,410828
1698,872168	-6,75503	45,411388
1699,969154	-6,738583	45,451378
1701,086226	-6,721744	45,491959
1702,20243	-6,704739	45,532562
1703,320101	-6,687567	45,573177
1704,441582	-6,670219	45,613808
1705,562196	-6,652704	45,654419
1706,684284	-6,635007	45,695038
1707,810202	-6,61713	45,735649
