wvl ( nm)	e1	e2
823,8113366	-6,422704	13,564214
825,3884151	-6,438422	13,625878
826,9654769	-6,453845	13,68749
828,5424869	-6,468976	13,749042
830,11941	-6,483819	13,810538
831,695653	-6,498378	13,871967
833,2722939	-6,512655	13,933329
834,8487409	-6,526654	13,994617
836,4249578	-6,540379	14,055822
838,0014746	-6,553832	14,116948
839,5776924	-6,567019	14,177988
841,1535743	-6,579941	14,238937
842,729083	-6,592604	14,299791
844,3047559	-6,60501	14,360548
845,8805617	-6,617163	14,421203
847,4558896	-6,629067	14,48175
849,0312827	-6,640726	14,542188
850,6061255	-6,652144	14,602515
852,1815504	-6,663323	14,662724
853,7563558	-6,67427	14,722814
855,3310925	-6,684986	14,782782
856,9057272	-6,695476	14,842623
858,4802269	-6,705744	14,902335
860,054558	-6,715794	14,961913
861,6286867	-6,72563	15,021361
863,202579	-6,735256	15,080666
864,7768039	-6,744676	15,139833
866,3507281	-6,753894	15,198857
867,924317	-6,762914	15,257736
869,4981453	-6,77174	15,316463
871,0715726	-6,780376	15,375041
872,6445634	-6,788827	15,433467
874,2176985	-6,797097	15,491735
875,7909487	-6,805189	15,549841
877,3636637	-6,813108	15,607793
878,9364302	-6,820859	15,665579
880,5092184	-6,828444	15,723199
882,0813706	-6,835871	15,780653
883,6541093	-6,843141	15,837939
885,2261467	-6,850259	15,895053
886,7980797	-6,857231	15,951991
888,3698771	-6,86406	16,00876
889,9415079	-6,870751	16,06535
891,5135816	-6,877308	16,121759
893,0847869	-6,883737	16,177992
894,6563762	-6,89004	16,234039
896,2276765	-6,896224	16,289904
897,7986556	-6,902292	16,345585
899,369281	-6,90825	16,401077
900,9401747	-6,914103	16,456385
902,5106536	-6,919855	16,511501
904,081344	-6,92551	16,566425
905,6515579	-6,931075	16,621159
907,2212618	-6,936554	16,675697
908,791754	-6,941953	16,730042
910,3616779	-6,947277	16,784193
911,9309992	-6,95253	16,838144
913,5003566	-6,957719	16,891897
915,0703977	-6,96285	16,945452
916,6390689	-6,967928	16,998804
918,2083681	-6,97296	17,051954
919,7775918	-6,977952	17,104908
921,3460271	-6,98291	17,157652
922,9150122	-6,987842	17,210194
924,4831468	-6,992756	17,262527
926,0517782	-6,997661	17,314659
927,6194965	-7,002568	17,366583
929,1876577	-7,007489	17,418306
930,7555408	-7,012432	17,469835
932,3238171	-7,017406	17,521177
933,8910571	-7,022414	17,572332
935,458635	-7,027463	17,623316
937,0258196	-7,032559	17,674126
938,5925804	-7,037704	17,724771
940,1595997	-7,042904	17,775259
941,7268536	-7,048162	17,825588
943,2928833	-7,05348	17,875776
944,8598102	-7,058862	17,925816
946,4261727	-7,064312	17,975719
947,991939	-7,069829	18,025488
949,5578047	-7,075419	18,075132
951,123745	-7,081081	18,124649
952,6897351	-7,08682	18,174053
954,2550154	-7,092635	18,223339
955,8202904	-7,098529	18,272518
957,3855345	-7,104502	18,321592
958,9507223	-7,110557	18,370569
960,515084	-7,116693	18,419447
962,0800792	-7,122914	18,468239
963,6441915	-7,129218	18,516939
965,2088899	-7,135607	18,565559
966,7726478	-7,142081	18,614101
968,3369438	-7,148641	18,662565
969,9002411	-7,155287	18,71096
971,4640276	-7,162021	18,759289
973,0275202	-7,168841	18,807554
974,5914575	-7,175748	18,855762
976,1542828	-7,182743	18,90391
977,7175027	-7,189824	18,952007
979,2803237	-7,196993	19,000055
980,8427179	-7,204249	19,048058
982,4054356	-7,211592	19,09602
983,9676751	-7,219022	19,143942
985,5294081	-7,226538	19,191828
987,0913919	-7,23414	19,239681
988,652817	-7,241828	19,287504
990,2144453	-7,249601	19,335302
991,7762553	-7,257459	19,383076
993,3374295	-7,265401	19,43083
994,898737	-7,273427	19,478563
996,4593549	-7,281536	19,526285
998,020057	-7,289727	19,573992
999,5808209	-7,297999	19,621691
1001,62279	-7,308951	19,68412
1005,017794	-7,327459	19,787884
1008,412929	-7,346343	19,891691
1011,807962	-7,365596	19,995569
1015,204322	-7,385209	20,099537
1018,600131	-7,405171	20,203625
1021,996833	-7,425473	20,307844
1025,394219	-7,446104	20,412222
1028,79122	-7,467052	20,516773
1032,189323	-7,488307	20,621521
1035,587462	-7,509858	20,72648
1038,986285	-7,531692	20,831667
1042,384707	-7,553797	20,937098
1045,784267	-7,576161	21,042788
1049,183879	-7,598772	21,14875
1052,584222	-7,621616	21,254999
1055,985094	-7,644682	21,361549
1059,386291	-7,667957	21,468414
1062,787606	-7,691426	21,575602
1066,189747	-7,715079	21,683126
1069,591597	-7,738901	21,790995
1072,993869	-7,762879	21,89922
1076,397298	-7,787002	22,007811
1079,800759	-7,811255	22,116774
1083,204048	-7,835624	22,22612
1086,60886	-7,860098	22,335855
1090,013107	-7,884663	22,445986
1093,418502	-7,909307	22,556524
1096,823899	-7,934015	22,667469
1100,229096	-7,958775	22,77883
1103,635857	-7,983574	22,890614
1107,042037	-8,0084	23,002821
1110,449419	-8,033239	23,115463
1113,856828	-8,05808	23,228539
1117,264073	-8,082909	23,342054
1120,672982	-8,107713	23,456013
1124,081358	-8,132479	23,570415
1127,490025	-8,157195	23,685266
1130,899831	-8,18185	23,80057
1134,309571	-8,20643	23,916327
1137,720101	-8,230924	24,032541
1141,130197	-8,255318	24,14921
1144,540725	-8,2796	24,266338
1147,952571	-8,303759	24,383928
1151,364506	-8,327783	24,50198
1154,776351	-8,351657	24,620489
1158,189003	-8,375372	24,739466
1161,602299	-8,398915	24,858902
1165,014976	-8,422274	24,978802
1168,429047	-8,445436	25,099161
1171,843253	-8,46839	25,219984
1175,257419	-8,491121	25,341269
1178,672492	-8,51362	25,463013
1182,088312	-8,535874	25,58522
1185,503586	-8,557868	25,707882
1188,920412	-8,57959	25,831003
1192,336354	-8,601027	25,954578
1195,753532	-8,622162	26,078609
1199,170638	-8,642982	26,203091
1202,588669	-8,663465	26,328024
1206,007473	-8,683594	26,453394
1209,425718	-8,703354	26,579189
1212,844414	-8,722735	26,705399
1216,263403	-8,741726	26,83201
1219,683728	-8,760317	26,959013
1223,104041	-8,7785	27,086397
1226,524179	-8,796267	27,214149
1229,945198	-8,813611	27,342262
1233,366953	-8,830527	27,470726
1236,788061	-8,847007	27,599525
1240,210836	-8,863048	27,728657
1243,632651	-8,878641	27,858101
1247,055842	-8,893785	27,98786
1250,479014	-8,908475	28,117914
1250,581167	-8,908906	28,121792
1251,184337	-8,911447	28,144758
1251,788088	-8,913974	28,167747
1252,393688	-8,916491	28,190767
1252,998608	-8,918995	28,213821
1253,604112	-8,921486	28,236902
1253,902012	-8,922707	28,24826
1254,21147	-8,923966	28,260015
1254,818148	-8,926435	28,283163
1255,425412	-8,928889	28,306335
1256,034537	-8,931333	28,32954
1256,64298	-8,933764	28,352781
1257,252012	-8,936182	28,376047
1257,327227	-8,936477	28,378889
1257,862911	-8,938588	28,399343
1258,473127	-8,940982	28,422674
1259,083935	-8,943363	28,446033
1259,695337	-8,945731	28,469421
1260,308613	-8,948087	28,492847
1260,750696	-8,949781	28,509789
1260,921205	-8,95043	28,516294
1261,534392	-8,95276	28,539776
1262,149461	-8,955077	28,563293
1262,763844	-8,957381	28,586836
1263,378825	-8,959673	28,610413
1263,995694	-8,961951	28,63402
1264,176104	-8,962618	28,640951
1264,611876	-8,964217	28,657654
1265,228659	-8,966469	28,681316
1265,847337	-8,968708	28,705019
1266,465326	-8,970934	28,728745
1267,083919	-8,973146	28,75251
1267,602034	-8,974983	28,772369
1267,704412	-8,975346	28,776299
1268,324216	-8,97753	28,800116
1268,944627	-8,979703	28,823973
1269,565645	-8,981862	28,847855
1270,188572	-8,984007	28,871765
1270,810808	-8,986138	28,895714
1271,027041	-8,986876	28,904032
1271,433654	-8,988256	28,919689
1272,058416	-8,990361	28,943699
1272,682486	-8,992451	28,967733
1273,307169	-8,994528	28,991802
1273,933774	-8,99659	29,015896
1274,453578	-8,998291	29,035931
1274,559686	-8,998638	29,040031
1275,186213	-9,000672	29,06419
1275,814669	-9,002693	29,088385
1276,442431	-9,0047	29,112606
1277,070812	-9,006692	29,136856
1277,699811	-9,00867	29,16114
1277,880203	-9,00923	29,168058
1278,330747	-9,010633	29,185461
1278,960989	-9,012583	29,209803
1279,591851	-9,014518	29,234182
1280,224659	-9,016438	29,258589
1280,856769	-9,018344	29,283028
1281,306768	-9,019689	29,300407
1281,489504	-9,020234	29,307493
1282,12419	-9,022112	29,331997
1282,758178	-9,023973	29,356529
1283,392794	-9,025821	29,381096
1284,029367	-9,027653	29,405685
1284,665241	-9,029471	29,430315
1284,734454	-9,029666	29,432974
1285,301745	-9,031274	29,454971
1285,940214	-9,033061	29,479656
1286,577983	-9,034834	29,50437
1287,216384	-9,036592	29,529125
1287,856757	-9,038334	29,5539
1288,161793	-9,039161	29,565739
1288,496429	-9,040062	29,578716
1289,136736	-9,041774	29,603554
1289,77768	-9,04347	29,628424
1290,420604	-9,045152	29,653324
1291,062826	-9,046818	29,678265
1291,589979	-9,048171	29,698704
1291,705687	-9,048469	29,703228
1292,350535	-9,050104	29,72823
1292,99468	-9,051723	29,753252
1293,639467	-9,053328	29,778313
1294,286248	-9,054915	29,8034
1294,932324	-9,056488	29,828524
1295,017525	-9,056696	29,83186
1295,579045	-9,058044	29,853674
1296,227768	-9,059586	29,878859
1296,875784	-9,06111	29,904074
1297,524449	-9,06262	29,929323
1298,175122	-9,064113	29,954594
1298,446995	-9,064734	29,965195
1298,825087	-9,06559	29,979902
1299,475703	-9,06705	30,005238
1300,126972	-9,068496	30,030609
1300,780258	-9,069923	30,056009
1301,432836	-9,071336	30,081444
1301,875541	-9,072285	30,098709
1302,086068	-9,072732	30,106905
1302,741325	-9,074111	30,132397
1303,395872	-9,075474	30,157919
1304,051077	-9,076821	30,183479
1304,708314	-9,078151	30,209066
1305,305752	-9,079347	30,232388
1305,364839	-9,079464	30,234688
1306,022025	-9,080761	30,260338
1306,681251	-9,082041	30,286015
1307,339764	-9,083303	30,311726
1307,998941	-9,084551	30,337471
1308,658783	-9,08578	30,363243
1308,73613	-9,085921	30,36623
1309,320674	-9,086992	30,389053
1309,98185	-9,088188	30,414886
1310,643695	-9,089367	30,44076
1311,307596	-9,090528	30,466648
1311,970781	-9,091672	30,492584
1312,166535	-9,092006	30,500225
1312,634638	-9,092799	30,518541
1313,300557	-9,093909	30,54454
1313,965761	-9,095001	30,57056
1314,631638	-9,096076	30,596619
1315,299586	-9,097134	30,622705
1315,596825	-9,097601	30,634367
1315,966816	-9,098174	30,648819
1316,634724	-9,099196	30,674965
1317,30471	-9,100202	30,701149
1317,973976	-9,101189	30,727358
1318,643924	-9,102159	30,753605
1319,028259	-9,102705	30,76865
1319,314552	-9,103109	30,779877
1319,987269	-9,104044	30,806179
1320,659265	-9,104959	30,832516
1321,331945	-9,105858	30,858885
1322,006721	-9,106738	30,885284
1322,459305	-9,10732	30,903063
1322,680775	-9,1076	30,911718
1323,355517	-9,108444	30,938177
1324,032362	-9,10927	30,964674
1324,708484	-9,110077	30,991186
1325,385297	-9,110867	31,01775
1325,892652	-9,111444	31,037605
1326,062802	-9,111637	31,044331
1326,742419	-9,112391	31,070955
1327,421313	-9,113124	31,097599
1328,102324	-9,11384	31,124287
1328,78261	-9,114537	31,150988
1329,323921	-9,115078	31,17227
1329,463594	-9,115215	31,177736
1330,145275	-9,115875	31,20451
1330,829085	-9,116516	31,231319
1331,512168	-9,117139	31,258156
1332,195953	-9,117743	31,285027
1332,757238	-9,118222	31,307049
1332,881873	-9,118327	31,311928
1333,567066	-9,118893	31,338856
1334,252964	-9,119439	31,365814
1334,941004	-9,119967	31,392815
1335,628316	-9,120475	31,419836
1336,191058	-9,120876	31,441938
1336,316336	-9,120964	31,446898
1337,006507	-9,121434	31,473986
1337,695948	-9,121884	31,501099
1338,386101	-9,122316	31,528252
1339,076966	-9,122728	31,555437
1339,623803	-9,12304	31,576927
1339,769992	-9,12312	31,582651
1340,462287	-9,123494	31,609896
1341,155297	-9,123847	31,637173
1341,850477	-9,124181	31,664484
1342,544924	-9,124495	31,691816
1343,05823	-9,124714	31,712013
1343,24009	-9,124789	31,719191
1343,937433	-9,125064	31,746592
1344,634043	-9,125319	31,774031
1345,331375	-9,125553	31,801495
1346,030891	-9,125769	31,828997
1346,492766	-9,125899	31,847189
1346,729673	-9,125963	31,85652
1347,429181	-9,126138	31,884077
1348,129416	-9,126292	31,911669
1348,831846	-9,126427	31,939293
1349,53354	-9,126541	31,966948
1349,927278	-9,126595	31,982454
1350,237435	-9,126635	31,99464
1350,940592	-9,126708	32,022354
1351,644483	-9,12676	32,050102
1352,349107	-9,126793	32,077877
1353,055942	-9,126805	32,105694
1353,363107	-9,126804	32,117794
1353,762039	-9,126797	32,133533
1354,468873	-9,126767	32,161415
1355,177927	-9,126717	32,18932
1355,886241	-9,126646	32,217262
1356,595296	-9,126554	32,245224
1356,798655	-9,126524	32,253208
1357,306578	-9,126442	32,273228
1358,01712	-9,126308	32,301258
1358,728406	-9,126154	32,32933
1359,440437	-9,125978	32,357422
1360,154707	-9,125781	32,385555
1360,233785	-9,125758	32,388691
1360,868234	-9,125563	32,413712
1361,58251	-9,125324	32,441898
1362,299033	-9,125063	32,470119
1363,014813	-9,124782	32,498375
1363,669856	-9,124505	32,524239
1363,731345	-9,124478	32,526661
1364,450132	-9,124153	32,554981
1365,168174	-9,123807	32,583328
1365,886973	-9,123439	32,611706
1366,606529	-9,123049	32,640118
1367,10675	-9,122766	32,659843
1367,328351	-9,122638	32,668564
1368,049426	-9,122205	32,697037
1368,772774	-9,121749	32,725552
1369,495374	-9,121272	32,754086
1370,218738	-9,120773	32,78265
1370,544349	-9,120543	32,795502
1370,942866	-9,120253	32,811253
1371,669277	-9,11971	32,839893
1372,39494	-9,119144	32,868557
1373,121371	-9,118557	32,897255
1373,850093	-9,117948	32,92598
1373,982533	-9,117834	32,931206
1374,578066	-9,117315	32,954746
1375,30681	-9,116661	32,983536
1376,037854	-9,115985	33,01236
1376,768148	-9,115285	33,04121
1377,419649	-9,114643	33,066956
1377,499217	-9,114563	33,070103
1378,232595	-9,113819	33,099022
1378,96522	-9,113051	33,127975
1379,698625	-9,112262	33,156952
1380,43281	-9,111449	33,185963
1380,858627	-9,11097	33,20274
1381,169316	-9,110614	33,215012
1381,905068	-9,109755	33,244091
1382,641604	-9,108873	33,273197
1383,380469	-9,107968	33,302345
1384,118579	-9,107041	33,331512
1384,296275	-9,106813	33,338558
1384,857477	-9,106091	33,360718
1385,598713	-9,105116	33,38995
1386,339192	-9,104118	33,419224
1387,080464	-9,103098	33,448521
1387,735551	-9,102178	33,474403
1387,824082	-9,102054	33,477856
1388,566943	-9,100986	33,507217
1389,310599	-9,099895	33,536613
1390,056611	-9,09878	33,566044
1390,801865	-9,097641	33,595501
1391,176352	-9,097061	33,610275
1391,547918	-9,096478	33,624989
1392,296335	-9,095292	33,654518
1393,043992	-9,094083	33,684067
1393,792453	-9,092849	33,713657
1394,541719	-9,091591	33,743271
1394,615435	-9,091467	33,746166
1395,29336	-9,090309	33,772919
1396,044241	-9,089003	33,802601
1396,79593	-9,087672	33,832317
1397,550005	-9,086318	33,862061
1398,0558	-9,085394	33,882072
1398,303317	-9,084939	33,891842
1399,057441	-9,083536	33,92165
1399,81396	-9,082108	33,951488
1400,569716	-9,080656	33,981358
1401,326288	-9,079179	34,011269
1401,497342	-9,078844	34,017986
1402,083677	-9,077678	34,041203
1402,843473	-9,076152	34,071175
1403,602504	-9,074601	34,101173
1404,362357	-9,073026	34,131203
1404,938358	-9,071819	34,153908
1405,124625	-9,071424	34,161274
1405,886128	-9,069799	34,191368
1406,648456	-9,068149	34,221493
1407,413209	-9,066473	34,251659
1408,177194	-9,064773	34,281849
1408,378718	-9,064319	34,289829
1408,94201	-9,063046	34,31208
1409,709259	-9,061295	34,342331
1410,47574	-9,059519	34,372616
1411,243055	-9,057716	34,402931
1411,8215	-9,056345	34,425755
1412,012813	-9,055889	34,433289
1412,781802	-9,054036	34,463669
1413,551628	-9,052156	34,494095
1414,323908	-9,050252	34,52454
1415,095416	-9,048323	34,555016
1415,263387	-9,047898	34,561668
1415,867767	-9,046367	34,585526
1416,640961	-9,044384	34,616074
1417,416621	-9,042377	34,646645
1418,191508	-9,040342	34,677261
1418,705866	-9,03898	34,697571
1418,967244	-9,038282	34,707897
1419,745453	-9,036197	34,738567
1420,52289	-9,034084	34,769276
1421,301178	-9,031945	34,800007
1422,081951	-9,02978	34,830772
1422,148821	-9,029591	34,833458
1422,861949	-9,027589	34,86158
1423,642803	-9,025372	34,892406
1424,424515	-9,023127	34,923267
1425,208724	-9,020855	34,95417
1425,592138	-9,019732	34,969334
1425,992157	-9,018558	34,985092
1426,776452	-9,016233	35,016052
1427,563253	-9,013881	35,04705
1428,349277	-9,011503	35,078072
1429,037347	-9,009405	35,105179
1429,136168	-9,009097	35,109131
1429,925575	-9,006665	35,140221
1430,714203	-9,004206	35,171341
1431,503702	-9,001719	35,202488
1432,295727	-8,999205	35,233681
1432,481046	-8,99861	35,241001
1433,086973	-8,996663	35,264893
1433,879094	-8,994094	35,296146
1434,673751	-8,991498	35,327423
1435,467627	-8,988874	35,358734
1435,926416	-8,98735	35,376801
1436,262382	-8,986222	35,390087
1437,059683	-8,983543	35,421463
1437,856203	-8,980837	35,452869
1438,653606	-8,978101	35,484314
1439,37002	-8,975623	35,512558
1439,451894	-8,975339	35,515785
1440,252741	-8,972548	35,547291
1441,052805	-8,969728	35,578835
1441,853759	-8,966882	35,610401
1442,657282	-8,964006	35,642002
1442,816751	-8,963432	35,648285
1443,46002	-8,961103	35,673641
1444,263653	-8,958172	35,705307
1445,069864	-8,955211	35,737011
1445,875291	-8,952222	35,768742
1446,261472	-8,950779	35,783966
1446,681616	-8,949204	35,800503
1447,49053	-8,946158	35,832298
1448,298658	-8,943084	35,864132
1449,107689	-8,939981	35,895988
1449,709123	-8,937662	35,919609
1449,919319	-8,936848	35,927883
1450,730162	-8,933686	35,959808
1451,541912	-8,930495	35,99176
1452,354571	-8,927276	36,023754
1453,154517	-8,924085	36,055206
1453,169844	-8,924026	36,055775
1453,984327	-8,920749	36,087826
1454,799725	-8,91744	36,119919
1455,617745	-8,914104	36,152031
1456,434976	-8,910738	36,184177
1456,602639	-8,910048	36,190746
1457,253125	-8,907342	36,21637
1458,073908	-8,903916	36,248581
1458,8939	-8,900461	36,280827
1459,714814	-8,896975	36,313114
1460,049971	-8,89555	36,326241
1460,538373	-8,89346	36,345421
1461,36114	-8,889915	36,377762
1462,184834	-8,88634	36,410145
1463,009458	-8,882734	36,442551
1463,496387	-8,880594	36,461678
1463,83674	-8,879099	36,474991
1464,663228	-8,875433	36,507469
1465,49065	-8,871737	36,53997
1466,320741	-8,86801	36,572517
1466,945229	-8,865182	36,59705
1467,150037	-8,864253	36,605083
1467,980272	-8,860465	36,637684
1468,813187	-8,856646	36,670326
1469,645306	-8,852797	36,702991
1470,394671	-8,849312	36,732361
1470,478368	-8,848916	36,735687
1471,314121	-8,845004	36,768425
1472,149076	-8,841063	36,801189
1472,98498	-8,83709	36,833981
1473,823586	-8,833084	36,866817
1473,842855	-8,832987	36,867611
1474,661393	-8,829048	36,899677
1475,500153	-8,824981	36,932571
1476,339868	-8,820882	36,9655
1477,182299	-8,816751	36,998459
1477,29317	-8,816207	37,002789
1478,02393	-8,81259	37,031448
1478,86652	-8,808395	37,064476
1479,711838	-8,80417	37,09753
1480,556355	-8,799913	37,130615
1480,741995	-8,798972	37,137897
1481,401836	-8,795623	37,163742
1482,250056	-8,791301	37,196896
1483,097473	-8,786948	37,230076
