wvl ( nm)	e1	e2
1490,773435	3,26169	27,552206
1491,094319	3,265924	27,557404
1491,630629	3,273006	27,566092
1492,488809	3,284338	27,579975
1493,349776	3,295688	27,593861
1494,209936	3,30705	27,60774
1494,544911	3,31148	27,613146
1495,071088	3,318429	27,621618
1495,935038	3,329826	27,6355
1496,79818	3,341235	27,649374
1497,662318	3,35266	27,663248
1497,997033	3,357081	27,668612
1498,529266	3,364104	27,677124
1499,395405	3,37556	27,690994
1500,262546	3,387033	27,704863
1501,132508	3,398523	27,718733
1501,448777	3,402725	27,723801
1502,001659	3,410026	27,732597
1502,871818	3,421548	27,746466
1503,742986	3,433082	27,760324
1504,61699	3,444633	27,774185
1504,901854	3,44841	27,778713
1505,490183	3,4562	27,788046
1506,36439	3,467781	27,801901
1507,241444	3,479379	27,815756
1508,117687	3,490994	27,829611
1508,354337	3,494133	27,833353
1508,994949	3,502621	27,84346
1509,87507	3,514265	27,857309
1510,754378	3,525926	27,871157
1511,634711	3,537601	27,885
1511,807952	3,539893	27,887716
1512,51607	3,54929	27,898842
1513,400305	3,560999	27,912685
1514,283725	3,572719	27,926521
1515,168178	3,584455	27,940357
1515,262605	3,585689	27,941809
1516,055517	3,596211	27,954193
1516,942041	3,607978	27,968023
1517,829602	3,619761	27,981852
1518,716342	3,631515	27,995626
1518,720062	3,631562	27,995682
1519,609705	3,643376	28,009506
1520,500392	3,655208	28,023331
1521,39399	3,667052	28,037149
1522,17091	3,67737	28,049171
1522,286769	3,678912	28,050966
1523,180598	3,690788	28,064781
1524,077349	3,702681	28,078596
1524,973282	3,714588	28,092405
1525,626214	3,723255	28,102446
1525,870269	3,726514	28,106216
1526,770192	3,738451	28,120022
1527,669294	3,750403	28,133823
1528,569456	3,762374	28,147627
1529,080271	3,769164	28,155447
1529,47068	3,774358	28,161425
1530,374855	3,786355	28,175217
1531,27821	3,798373	28,189013
1532,182631	3,810403	28,202803
1532,536744	3,815096	28,208178
1533,090017	3,822447	28,216589
1533,996581	3,834511	28,230375
1534,904217	3,846586	28,244156
1535,81483	3,858677	28,257936
1535,991755	3,861051	28,260639
1536,72462	3,870786	28,271715
1537,635489	3,882907	28,285488
1538,549346	3,895047	28,299261
1539,449001	3,907024	28,31283
1539,46238	3,9072	28,313028
1540,376498	3,919367	28,326794
1541,291702	3,93155	28,340555
1542,209912	3,94375	28,354317
1542,906487	3,953015	28,364752
1543,127297	3,955963	28,368071
1544,045773	3,968195	28,381826
1544,967269	3,980439	28,395578
1545,887938	3,992698	28,409325
1546,364111	3,999023	28,416409
1546,809705	4,004972	28,423067
1547,734504	4,017265	28,436811
1548,658475	4,029571	28,45055
1549,583549	4,041893	28,464287
1549,819833	4,045043	28,467794
1550,511669	4,054229	28,47802
1551,43896	4,06658	28,491747
1552,36736	4,078948	28,505476
1553,279361	4,091076	28,518917
1553,298818	4,09133	28,519197
1554,229447	4,103725	28,532917
1555,161191	4,11614	28,546635
1556,094053	4,128566	28,560347
1556,736778	4,137118	28,569773
1557,02999	4,141011	28,574059
1557,965097	4,153468	28,587765
1558,901327	4,165941	28,601467
1559,840645	4,178427	28,615166
1560,19588	4,18317	28,620363
1560,779131	4,190932	28,628864
1561,718747	4,20345	28,642555
1562,661465	4,215986	28,656248
1563,603349	4,228534	28,669933
1563,654614	4,229228	28,670691
1564,54637	4,241097	28,683615
1565,492505	4,253675	28,697294
1566,437807	4,266271	28,71097
1567,114853	4,27529	28,720753
1567,384251	4,278879	28,724642
1568,333822	4,291506	28,738314
1569,282559	4,304144	28,751976
1570,232445	4,316797	28,765636
1570,574526	4,321357	28,770554
1571,185472	4,32947	28,779297
1572,137663	4,342154	28,79295
1573,09101	4,354853	28,806599
1574,035522	4,367424	28,820091
1574,045513	4,36757	28,820248
1575,003175	4,380299	28,833887
1575,960001	4,393046	28,84753
1576,91799	4,405806	28,861164
1577,495751	4,413494	28,86937
1577,879152	4,41858	28,874794
1578,839477	4,431369	28,88842
1579,800971	4,444177	28,902046
1580,765651	4,456996	28,915665
1580,957117	4,459561	28,918386
1581,729494	4,469834	28,929283
1582,694512	4,482683	28,942892
1583,660708	4,495548	28,956499
1584,419534	4,505626	28,967144
1584,63011	4,508427	28,970102
1585,598672	4,521325	28,983704
1586,568419	4,534235	28,997299
1587,541385	4,547163	29,010893
1587,880883	4,551687	29,015644
1588,51351	4,560103	29,024479
1589,486826	4,573057	29,038061
1590,463376	4,586028	29,05164
1591,343094	4,597744	29,063887
1591,439084	4,599015	29,065216
1592,41599	4,612015	29,078785
1593,396144	4,625033	29,092354
1594,375455	4,638063	29,105915
1594,806077	4,643794	29,111874
1595,35597	4,651113	29,119476
1596,339747	4,664172	29,133028
1597,322681	4,677247	29,146576
1598,269744	4,689836	29,159603
1598,306826	4,690337	29,16012
1599,294247	4,703446	29,173664
1600,280823	4,716566	29,187199
1601,268618	4,729704	29,200733
1601,731937	4,73587	29,207077
1602,257633	4,742855	29,214258
1603,249943	4,75602	29,227781
1604,241407	4,769201	29,241299
1605,196695	4,781895	29,254299
1605,234099	4,7824	29,254814
1606,2301	4,79561	29,268322
1607,225255	4,808839	29,28183
1608,221644	4,82208	29,29533
1608,661866	4,82791	29,301266
1609,221357	4,835336	29,308823
1610,220224	4,848607	29,322313
1611,22033	4,861897	29,335802
1612,125262	4,873914	29,347982
1612,22168	4,875198	29,349283
1613,226375	4,888518	29,362762
1614,23022	4,901849	29,376234
1615,23742	4,915199	29,389702
1615,590974	4,919906	29,394447
1616,243771	4,928557	29,40316
1617,251377	4,941938	29,41662
1618,26024	4,955329	29,430073
1619,056821	4,965884	29,440659
1619,272477	4,968741	29,443523
1620,283863	4,982163	29,456964
1621,296514	4,995605	29,470406
1622,312554	5,009058	29,483837
1622,522709	5,011851	29,486624
1623,327743	5,022527	29,497265
1624,344204	5,03601	29,510687
1625,364068	5,049512	29,524107
1625,988542	5,057805	29,532339
1626,383081	5,063027	29,537519
1627,403373	5,07656	29,55093
1628,427084	5,090106	29,564333
1629,449942	5,103666	29,57773
1629,456366	5,103745	29,577808
1630,474087	5,117242	29,591122
1631,499519	5,130837	29,604511
1632,528392	5,144444	29,617893
1632,921811	5,149673	29,62303
1633,55641	5,15807	29,631273
1634,585725	5,171708	29,644644
1635,618495	5,185365	29,658012
1636,38907	5,195587	29,668005
1636,65041	5,199031	29,67137
1637,683629	5,212719	29,684729
1638,720318	5,226419	29,698078
1639,756152	5,24014	29,711426
1639,858073	5,241487	29,712736
1640,793297	5,253872	29,724766
1641,833928	5,267626	29,738104
1642,873704	5,281388	29,751431
1643,32657	5,287377	29,757223
1643,914797	5,29517	29,764755
1644,957211	5,308966	29,778072
1646,003133	5,322781	29,791388
1646,794461	5,333254	29,801468
1647,048197	5,336609	29,804693
1648,09678	5,350458	29,817999
1649,144506	5,364317	29,831293
1650,193565	5,378194	29,844582
1650,263843	5,379123	29,84547
1651,243959	5,392087	29,857866
1652,297893	5,406003	29,871149
1653,350969	5,419927	29,88442
1653,732434	5,424981	29,889231
1654,405388	5,433874	29,89769
1655,463363	5,447834	29,910954
1656,520479	5,461815	29,924212
1657,202348	5,470835	29,932755
1657,578946	5,475805	29,937458
1658,640984	5,48982	29,950706
1659,702164	5,503847	29,963943
1660,67351	5,516681	29,976036
1660,764702	5,517896	29,97718
1661,828601	5,531958	29,990406
1662,896094	5,546039	30,00363
1663,962727	5,560139	30,016846
1664,14361	5,562528	30,019083
1665,030729	5,574253	30,030054
1666,102342	5,588385	30,043255
1667,173093	5,60254	30,056456
1667,614786	5,608373	30,06189
1668,245221	5,616708	30,069647
1669,320977	5,630899	30,082834
1670,39587	5,645106	30,096014
1671,086961	5,654225	30,104462
1671,472149	5,659328	30,109184
1672,552072	5,673573	30,122353
1673,631132	5,687838	30,135515
1674,557795	5,700086	30,146797
1674,711585	5,702119	30,148668
1675,795699	5,716424	30,161821
1676,87895	5,730744	30,174963
1677,963602	5,745087	30,188099
1678,029452	5,745964	30,188902
1679,049658	5,759448	30,201229
1680,139397	5,773832	30,214354
1681,228273	5,788234	30,22747
1681,501852	5,791865	30,230772
1682,318561	5,802662	30,240585
1683,412549	5,817108	30,253689
1684,505672	5,831578	30,266788
1684,974916	5,837794	30,272409
1685,600216	5,846066	30,279881
1686,698478	5,860579	30,292965
1687,795875	5,875115	30,306046
1688,448561	5,883768	30,313818
1688,8947	5,889676	30,319118
1689,997261	5,90426	30,332186
1691,098955	5,91887	30,345245
1691,922706	5,929794	30,354992
1692,202087	5,933503	30,358297
1693,308972	5,948163	30,371346
1694,41499	5,962849	30,384384
1695,39727	5,975897	30,395941
1695,522453	5,977567	30,397419
1696,631366	5,992308	30,410444
1697,744054	6,007085	30,423466
1698,855875	6,021891	30,43648
1698,872168	6,022096	30,436661
1699,969154	6,036729	30,449484
1701,086226	6,051604	30,462481
1702,20243	6,066518	30,475468
1703,320101	6,081468	30,48844
1704,441582	6,096461	30,501402
1705,562196	6,111486	30,514341
1706,684284	6,126556	30,527266
1707,810202	6,141667	30,540173
