wavelength_nm,frequency_thz,theta_air_raw_deg,theta_prism_deg,r0_reflectance_fraction,power_norm_std,prepump_rows,delay_min_ps,delay_max_ps
1220.0,245.73152295081962,52.0,49.66020260140331,0.06683769816642733,0.0015837154737651685,11.0,-0.6,-0.4
1220.0,245.73152295081962,53.0,50.32367774142317,0.07818612036440904,0.0008853889394084048,11.0,-0.6,-0.4
1220.0,245.73152295081962,54.0,50.98624142888759,0.08915488209403163,0.0009068958350917321,11.0,-0.6,-0.4
1220.0,245.73152295081962,55.0,51.64777709282861,0.09734292421287996,0.0017151867647140387,11.0,-0.6,-0.4
1220.0,245.73152295081962,56.0,52.30816722772388,0.10778162374082025,0.0013248619183349535,11.0,-0.6,-0.4
1220.0,245.73152295081962,57.0,52.96729328806785,0.11748094990123638,0.001335061726283178,11.0,-0.6,-0.4
1220.0,245.73152295081962,58.0,53.62503558250019,0.12783710837465,0.0011693876552884232,11.0,-0.6,-0.4
1220.0,245.73152295081962,59.0,54.28127316747721,0.13632132268450164,0.0011302904556443095,11.0,-0.6,-0.4
1220.0,245.73152295081962,60.0,54.93588374048224,0.13802895664464473,0.0009625019104512319,11.0,-0.6,-0.4
1230.0,243.7337056910569,35.0,38.35222290717139,0.044951313182915925,0.0009615414037340535,11.0,-0.6,-0.4
1230.0,243.7337056910569,36.0,39.01375857111241,0.04414647930370398,0.00156051107892654,11.0,-0.6,-0.4
1230.0,243.7337056910569,37.0,39.67632225857683,0.044190014886282845,0.0007738423019664581,11.0,-0.6,-0.4
1230.0,243.7337056910569,38.0,40.33979739859669,0.04309388408880992,0.001140723074360578,11.0,-0.6,-0.4
1230.0,243.7337056910569,39.0,41.00406824975061,0.041627554536770583,0.0011757763701846218,11.0,-0.6,-0.4
1230.0,243.7337056910569,40.0,41.66901979554734,0.04104801612943167,0.0015935368903829464,11.0,-0.6,-0.4
1230.0,243.7337056910569,41.0,42.33453764016517,0.039861219914961284,0.000495811185265256,11.0,-0.6,-0.4
1230.0,243.7337056910569,42.0,43.000507904505824,0.03877979922520791,0.0013372688085553815,11.0,-0.6,-0.4
1230.0,243.7337056910569,43.0,43.66681712251742,0.04036959300569747,0.0011883714223291301,11.0,-0.6,-0.4
1230.0,243.7337056910569,44.0,44.33335213773696,0.024976958859270273,0.0011120974524810845,11.0,-0.6,-0.4
1230.0,243.7337056910569,45.0,45.0,0.011337900070314261,0.0007242447734026948,11.0,-0.6,-0.4
1230.0,243.7337056910569,46.0,45.66664786226304,0.008245784289635717,0.0007172058334611246,11.0,-0.6,-0.4
1230.0,243.7337056910569,47.0,46.33318287748258,0.011522162837037704,0.0017331896717411638,11.0,-0.6,-0.4
1230.0,243.7337056910569,48.0,46.999492095494176,0.017056681763306256,0.0006995687154108573,11.0,-0.6,-0.4
1230.0,243.7337056910569,49.0,47.66546235983483,0.023097361593715247,0.0010252359287665058,11.0,-0.6,-0.4
1230.0,243.7337056910569,50.0,48.33098020445266,0.03128067598962044,0.0011254272805833023,11.0,-0.6,-0.4
1230.0,243.7337056910569,51.0,48.99593175024939,0.04035919192376754,0.001152789954620626,11.0,-0.6,-0.4
1230.0,243.7337056910569,52.0,49.66020260140331,0.048599402470240666,0.0006895135936464066,11.0,-0.6,-0.4
1230.0,243.7337056910569,53.0,50.32367774142317,0.05950633827113705,0.001109063607526041,11.0,-0.6,-0.4
1230.0,243.7337056910569,54.0,50.98624142888759,0.06820722382458173,0.0010849569909645237,11.0,-0.6,-0.4
1230.0,243.7337056910569,55.0,51.64777709282861,0.07667586849008526,0.0010049849610864357,11.0,-0.6,-0.4
1230.0,243.7337056910569,56.0,52.30816722772388,0.08492329450803386,0.0015863649989403723,11.0,-0.6,-0.4
1230.0,243.7337056910569,57.0,52.96729328806785,0.09529447969119643,0.0008925586020671091,11.0,-0.6,-0.4
1230.0,243.7337056910569,58.0,53.62503558250019,0.10437680150761813,0.001938223525185667,11.0,-0.6,-0.4
1230.0,243.7337056910569,59.0,54.28127316747721,0.11202115578041617,0.0012833025600290763,11.0,-0.6,-0.4
1230.0,243.7337056910569,60.0,54.93588374048224,0.11626581834881446,0.0014204431726179449,11.0,-0.6,-0.4
1240.0,241.7681112903226,35.0,38.35222290717139,0.05060481689005671,0.0013133179159155717,11.0,-0.6,-0.4
1240.0,241.7681112903226,36.0,39.01375857111241,0.05024152416044844,0.0006637262892421481,11.0,-0.6,-0.4
